canonical_smiles,murcko_scaffold,novel_scaffold,pred_log10_ic50_uM,pred_ic50_uM,max_sim_to_seriesCE,has_spiro_motif,drug_like,mw,logp,hbd,hba,rot_bonds,tpsa
COc1ccc(CCNC(=O)C(=O)NCCN2CCCCC2)cc1OC,O=C(NCCc1ccccc1)C(=O)NCCN1CCCCC1,1,1.404,25.3511,0.1685,0,1,363.46,0.96,2,5,8,79.9
CCCc1nccn1-c1ccc(C(=O)NC(C)(C#N)C(=O)N2CCCC2CO)cc1,O=C(NCC(=O)N1CCCC1)c1ccc(-n2ccnc2)cc1,1,1.4045,25.3798,0.1782,0,1,409.49,1.82,2,5,7,111.25
Cc1nc(C)c(C(=O)N2CCN(c3ccc(C#CC(C)(C)O)cc3)C(=O)C2)o1,O=C(c1cnco1)N1CCN(c2ccccc2)C(=O)C1,1,1.4045,25.3798,0.2235,0,1,381.43,1.9,1,5,2,86.88
O=C(Nc1cccc(Br)c1)C1COc2ccccc2O1,O=C(Nc1ccccc1)C1COc2ccccc2O1,1,1.4052,25.4209,0.1507,0,1,334.17,3.23,1,3,2,47.56
O=C(O)C1CN(S(=O)(=O)c2cccs2)c2ccccc2O1,O=S(=O)(c1cccs1)N1CCOc2ccccc21,1,1.4052,25.4209,0.1444,0,1,325.37,1.79,1,5,3,83.91
Cc1ccc(C2N(C=O)C(c3cccc([N+](=O)[O-])c3)N2OCc2ccccc2)cc1,c1ccc(CON2C(c3ccccc3)NC2c2ccccc2)cc1,1,1.4052,25.421,0.1798,0,1,403.44,4.51,0,5,7,75.92
COC1CCC2(CC1)Cc1ccc(Br)cc1C21N=C(N)N(Cc2ccncc2)C1=O,O=C1N(Cc2ccncc2)C=NC12c1ccccc1CC21CCCCC1,1,1.4056,25.4429,0.1724,0,1,469.38,3.53,1,5,3,80.81
CCc1ccc(Cn2c(C(=O)N=c3[nH]ccs3)cc3sccc32)cc1,O=C(N=c1[nH]ccs1)c1cc2sccc2n1Cc1ccccc1,1,1.4058,25.4562,0.134,0,1,367.5,4.44,1,3,4,50.15
Cc1ccc(C(=O)COC(=O)c2ccc(=O)n(Cc3ccccc3)n2)s1,O=C(OCC(=O)c1cccs1)c1ccc(=O)n(Cc2ccccc2)n1,1,1.4064,25.4908,0.1702,0,1,368.41,2.7,0,6,6,78.26
CCCN(CCC)S(=O)(=O)c1ccc(CN2C(=O)c3cccnc3C2=O)cc1,O=C1c2cccnc2C(=O)N1Cc1ccccc1,1,1.4064,25.4908,0.129,0,1,401.49,2.69,0,5,8,87.65
COc1ccc(C(=O)c2cc(O)c3c(O)c(O)ccc3c2O)cc1OC,O=C(c1ccccc1)c1ccc2ccccc2c1,1,1.4064,25.4912,0.1216,0,1,356.33,2.91,4,7,4,116.45
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(OC)c3O)oc2c1,O=c1cc(-c2ccccc2)oc2ccccc12,1,1.4064,25.4912,0.0952,0,1,330.29,2.59,3,7,3,109.36
COc1ccc(C=NN=c2nc(-c3ccccc3)c(-c3ccccc3)n[nH]2)c(O)c1,C(=NN=c1nc(-c2ccccc2)c(-c2ccccc2)n[nH]1)c1ccccc1,1,1.4064,25.4912,0.125,0,1,397.44,3.79,2,6,5,95.75
COC(=O)C1=C(c2ccccc2)CC2CCC1N2C(=O)NCc1cccnc1,O=C(NCc1cccnc1)N1C2C=C(c3ccccc3)CC1CC2,1,1.4066,25.5059,0.234,0,1,377.44,3.15,1,4,4,71.53
O=C(NN=C1CCc2ccccc21)C(=O)NC1CC2CCC1C2,O=C(NN=C1CCc2ccccc21)C(=O)NC1CC2CCC1C2,1,1.4066,25.5059,0.117,0,1,311.39,1.76,2,3,2,70.56
O=C(CCc1ccccc1)N1CC2CCC(C2)CN1C(=O)C1CC1,O=C(CCc1ccccc1)N1CC2CCC(C2)CN1C(=O)C1CC1,1,1.4066,25.5059,0.2346,0,1,326.44,3.03,0,2,4,40.62
CC(=O)N=c1[nH]nc(-c2cccc(NS(=O)(=O)c3ccc4cc(Cl)ccc4c3)c2)s1,N=c1[nH]nc(-c2cccc(NS(=O)(=O)c3ccc4ccccc4c3)c2)s1,1,1.4067,25.5108,0.1379,0,1,458.95,4.19,2,5,4,104.28
CCCCCOc1ccc2oc(=O)c(C(=O)N3CCN(c4ccccc4)CC3)cc2c1,O=C(c1cc2ccccc2oc1=O)N1CCN(c2ccccc2)CC1,1,1.4072,25.5406,0.2584,0,1,420.51,4.32,0,5,7,62.99
COc1ccccc1N1CCN(CCC=C2c3ccccc3COc3ccc(C(=O)O)cc32)CC1,C(CCN1CCN(c2ccccc2)CC1)=C1c2ccccc2COc2ccccc21,1,1.4072,25.5406,0.1923,0,1,470.57,4.93,1,5,6,62.24
CN(CC(=O)NCc1cc(=O)n(C)c(=O)n1C)CC(=O)N(C)c1ccccc1,O=C(CNCC(=O)Nc1ccccc1)NCc1cc(=O)[nH]c(=O)[nH]1,1,1.4073,25.5428,0.1395,0,1,387.44,-0.7,1,5,7,96.65
CC(NC(=O)Cn1cc(C2CCCC2)[nH]c(=NCCc2cccc(=O)[nH]2)c1=O)c1ccccc1,O=C(Cn1cc(C2CCCC2)[nH]c(=NCCc2cccc(=O)[nH]2)c1=O)NCc1ccccc1,1,1.4075,25.5549,0.1481,0,1,461.57,2.54,3,4,8,112.11
Cc1cc(N=c2cc(C)[nH][nH]2)nc(C2CCN(C(=O)CCN(C)C)C2)c1,c1cc(N=c2cc[nH][nH]2)nc(C2CCNC2)c1,1,1.4075,25.5549,0.1792,0,1,356.47,1.85,2,4,5,80.38
COC(C)C(=O)N(c1ccc(C)cc1C)c1nc(C)nc2ccccc12,c1ccc(Nc2ncnc3ccccc23)cc1,1,1.4077,25.5684,0.1512,0,1,349.43,4.25,0,4,4,55.32
Cc1cccc(C)c1NC(=O)C1CCCN1C(=O)Nc1cccc(N)c1,O=C(Nc1ccccc1)C1CCCN1C(=O)Nc1ccccc1,1,1.4077,25.5684,0.1538,0,1,352.44,3.52,3,3,3,87.46
O=C(N=c1[nH]c(-c2ccccc2)cs1)C1CCN(S(=O)(=O)c2ccccc2)CC1,O=C(N=c1[nH]c(-c2ccccc2)cs1)C1CCN(S(=O)(=O)c2ccccc2)CC1,1,1.4078,25.5733,0.1596,0,1,427.55,3.27,1,4,4,82.6
CN(CC(=O)Nc1c(F)cccc1Cl)C(=O)CCc1nc2ccccc2s1,O=C(CCc1nc2ccccc2s1)NCC(=O)Nc1ccccc1,1,1.4078,25.5741,0.125,0,1,405.88,4.12,1,4,6,62.3
CN1CCN(C2(c3ccccc3)C(=O)c3cccc(Cl)c3C2=O)CC1,O=C1c2ccccc2C(=O)C1(c1ccccc1)N1CCNCC1,1,1.4079,25.5818,0.1519,0,1,354.84,2.86,0,4,2,40.62
COCCN=c1ccc2ncc(-c3cccc(NC(C)=O)c3)n2[nH]1,N=c1ccc2ncc(-c3ccccc3)n2[nH]1,1,1.4084,25.6092,0.1485,0,1,325.37,1.83,2,4,5,83.78
CN(C)CCCN=c1[nH]c2ccccc2cc1NC(=O)NN,N=c1ccc2ccccc2[nH]1,1,1.4084,25.6092,0.1919,0,1,302.38,1.02,4,4,5,98.54
COc1ccccc1N=C1CC(=O)c2cc[nH]c2C1=O,O=C1CC(=Nc2ccccc2)C(=O)c2[nH]ccc21,1,1.4084,25.6092,0.1111,0,1,268.27,2.57,1,4,2,71.52
CC(C)CC(C)(CNS(=O)(=O)c1ccccc1)N1CCOCC1,O=S(=O)(NCCN1CCOCC1)c1ccccc1,1,1.4093,25.6609,0.1818,0,1,340.49,2.1,1,4,7,58.64
C1CCC(N2CCc3nc(N4CCOCC4)nn3CC2)CC1,C1CCC(N2CCc3nc(N4CCOCC4)nn3CC2)CC1,1,1.4098,25.6893,0.0921,0,1,305.43,1.31,0,5,2,46.42
CS(=O)(=O)Nc1cccc(-c2csc(C(F)(F)c3cccnc3)n2)c1,c1ccc(-c2csc(Cc3cccnc3)n2)cc1,1,1.41,25.7045,0.1348,0,1,381.43,3.72,1,5,5,71.95
COC(=O)c1ccc(C)c(N=Cc2c[nH]c3ccccc23)c1,C(=Nc1ccccc1)c1c[nH]c2ccccc12,1,1.4103,25.721,0.1959,0,1,292.34,4.01,1,3,3,54.45
NN=c1[nH]c(C=CC=Cc2ccccc2)nc2ccccc12,N=c1[nH]c(C=CC=Cc2ccccc2)nc2ccccc12,1,1.4103,25.721,0.1343,0,1,288.35,3.06,2,3,3,67.06
O=C(NN=Cc1ccc(O)cc1)c1cccc([N+](=O)[O-])c1,O=C(NN=Cc1ccccc1)c1ccccc1,1,1.4113,25.7805,0.2179,0,1,285.26,2.06,2,5,4,104.83
Cc1nccc2c3ccccc3c3ccn(CCO)c3c12,c1ccc2c(c1)c1ccncc1c1[nH]ccc21,1,1.4116,25.8014,0.125,0,1,276.34,3.64,1,2,2,38.05
O=C(N=c1[nH]c2c(F)c(F)ccc2c2nc(-c3ccco3)nn12)c1ccc(F)c(Cl)c1,O=C(N=c1[nH]c2ccccc2c2nc(-c3ccco3)nn12)c1ccccc1,1,1.4116,25.8014,0.134,0,1,443.77,4.28,1,4,2,88.55
Cn1cc(-c2cc3cc(F)cc(F)c3n2CC(=O)NCC2CC2)c2ccccc21,O=C(Cn1c(-c2c[nH]c3ccccc23)cc2ccccc21)NCC1CC1,1,1.4116,25.8014,0.1383,0,1,393.44,4.6,1,1,5,38.96
COC1=CC(=O)c2c(c3ccccc3c3c2oc2c4ccc(=O)[nH]c4ccc23)C1=O,O=C1C=CC(=O)c2c1c1ccccc1c1c2oc2c3ccc(=O)[nH]c3ccc21,1,1.4116,25.8014,0.1238,0,1,395.37,4.49,1,5,1,89.37
CCn1c2c(c3ccccc31)CCN1C(=O)c3ccc([N+](=O)[O-])cc3C21,O=C1c2ccccc2C2c3[nH]c4ccccc4c3CCN12,1,1.4116,25.8014,0.2273,0,1,347.37,3.67,0,3,2,68.38
Cc1nc2c(c(=O)n1NC(=S)NC(=O)c1ccccc1)C1(CCCCC1)Cc1ccccc1-2,O=C(NC(=S)Nn1cnc2c(c1=O)C1(CCCCC1)Cc1ccccc1-2)c1ccccc1,1,1.4116,25.8014,0.186,0,1,458.59,4.24,2,4,2,76.02
O=C1CC2c3ccccc3Cc3cc4cc(F)ccc4nc3C2O1,O=C1CC2c3ccccc3Cc3cc4ccccc4nc3C2O1,1,1.4116,25.8014,0.1429,0,1,319.34,4.05,0,3,0,39.19
Cc1noc(C)c1Cn1cc(-n2c(O)cn(Cc3cc(F)cc(F)c3)c2=O)cn1,O=c1n(Cc2ccccc2)ccn1-c1cnn(Cc2cnoc2)c1,1,1.4117,25.8035,0.1531,0,1,401.37,2.52,1,5,5,91.01
CC(=O)c1ccc(N2CCN(C(=O)C(C)Oc3ccc(Br)cc3)CC2)cc1,O=C(COc1ccccc1)N1CCN(c2ccccc2)CC1,1,1.4119,25.8164,0.2254,0,1,431.33,3.77,0,4,5,49.85
COC(=O)C1C(=O)CC(=Nc2c(C)cc(O)cc2C)CC1c1ccccc1,O=C1CC(=Nc2ccccc2)CC(c2ccccc2)C1,1,1.4122,25.8361,0.1786,0,1,365.43,4.02,1,5,3,75.96
C=CC(C)(C)C1CC(O)C2(C)Oc3cc(O)c(C)c(OC)c3CC2C1,c1ccc2c(c1)CC1CCCCC1O2,1,1.4122,25.8361,0.1412,0,1,346.47,4.0,2,4,3,58.92
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1cccc(OC)c1O,C1=CC(c2ccccc2)CC=N1,1,1.4122,25.8361,0.1519,0,1,375.42,2.98,1,7,6,94.42
C=C1CC2(CC(O)C1O)OC2Cc1ccc(O)cc1,C=C1CCCC2(C1)OC2Cc1ccccc1,1,1.4128,25.8699,0.1,0,1,262.3,1.14,3,4,2,73.22
COC(=O)c1c2c(n(C)c1C1CCCC1)C(=O)C=C(OC)C2=O,O=C1C=CC(=O)c2[nH]c(C3CCCC3)cc21,1,1.4144,25.9684,0.1176,0,1,317.34,2.38,0,5,3,74.6
COc1ccc(Cl)cc1NC(=O)CN(C)CC(=O)NCc1ccc2c(c1)OCO2,O=C(CNCC(=O)Nc1ccccc1)NCc1ccc2c(c1)OCO2,1,1.4153,26.0185,0.2041,0,1,419.87,2.26,2,6,8,89.13
O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(-c3ccc(C(F)(F)F)cc3)cc1)C2,c1ccc(-c2ccc(COC3COc4nccn4C3)cc2)cc1,1,1.4154,26.0265,0.1515,0,1,419.36,4.45,0,5,5,79.42
CCOn1c(-c2ccc(C)cc2)nc2c1CC(c1ccccc1)C=N2,C1=Nc2nc(-c3ccccc3)[nH]c2CC1c1ccccc1,1,1.4155,26.0294,0.1648,0,1,331.42,4.35,0,3,4,39.41
Cc1ccc(C)c(OCc2cc(C(=O)NC(=O)OC(C)(C)C)no2)c1,c1ccc(OCc2ccno2)cc1,1,1.4158,26.0516,0.1948,0,1,346.38,3.54,1,6,4,90.66
O=C(O)c1cc(-c2cc(OC(F)(F)F)ccc2Cl)cn2cncc12,c1ccc(-c2ccc3cncn3c2)cc1,1,1.4164,26.0827,0.1786,0,1,356.69,4.25,1,3,3,63.83
Oc1ccc(C(c2c(O)ccc3ccccc23)N2CCCC2)cc1,c1ccc(C(c2cccc3ccccc23)N2CCCC2)cc1,1,1.4164,26.0835,0.1263,0,1,319.4,4.44,2,3,3,43.7
CC(N1CCNCC1)C(F)(Oc1cncc(N2CCC(C(C)(C)O)CC2)c1)c1ccccc1,c1ccc(C(CN2CCNCC2)Oc2cncc(N3CCCCC3)c2)cc1,1,1.417,26.1188,0.2706,0,1,456.61,3.56,2,6,7,60.86
CC(=O)NCC1CN(c2ccc(OC(=O)N3CCN4CCC3CC4)c(F)c2)C(=O)O1,O=C1OCCN1c1ccc(OC(=O)N2CCN3CCC2CC3)cc1,1,1.4184,26.2055,0.1935,0,1,420.44,1.57,1,6,4,91.42
O=C1OC2(CCC1C=Nc1ccc(Cl)cc1[N+](=O)[O-])CC1CC2C1=O,O=C1OC2(CCC1C=Nc1ccccc1)CC1CC2C1=O,1,1.4185,26.2107,0.1481,0,1,362.77,3.25,0,6,3,98.87
CC(C)N(Cc1c[nH]c2ccccc12)c1cccnc1,c1cncc(NCc2c[nH]c3ccccc23)c1,1,1.4195,26.2723,0.2472,0,1,265.36,3.98,1,2,4,31.92
Fc1ccc(Oc2ccccc2-c2ccncc2)cc1,c1ccc(Oc2ccccc2-c2ccncc2)cc1,1,1.4197,26.2862,0.1765,0,1,265.29,4.68,0,2,3,22.12
COc1ccc(OC(=O)c2oc3ccc(F)cc3c2C)cc1,O=C(Oc1ccccc1)c1cc2ccccc2o1,1,1.4206,26.3404,0.1688,0,1,300.29,4.11,0,4,3,48.67
COC(=O)C1C(c2ccccc2)C(C(=O)OC(C)(C)C)C12C(=O)Nc1ccc(Br)cc12,O=C1Nc2ccccc2C12CC(c1ccccc1)C2,1,1.4211,26.3688,0.2152,0,1,486.36,4.18,1,5,3,81.7
CCc1cc(C(=O)C(=O)OC2CC3C4OC4C(C2)[N+]3(C)C)ccc1C(F)(F)F,O=C(OC1CC2[NH2+]C(C1)C1OC21)C(=O)c1ccccc1,1,1.4221,26.4298,0.1771,0,1,398.4,2.75,0,4,4,55.9
Fc1ccc2nc(C(F)(F)F)n(-c3nc(N4CCOCC4)nc(N4CC5CC4CO5)n3)c2c1,c1ccc2c(c1)ncn2-c1nc(N2CCOCC2)nc(N2CC3CC2CO3)n1,1,1.4221,26.4298,0.1505,0,1,465.41,2.18,0,8,3,81.43
Cc1ccc(C#Cc2ccc3c(c2)OCC2C(COC(=O)N4CCOCC4)OC(=O)N32)cn1,O=C(OCC1OC(=O)N2c3ccc(C#Cc4cccnc4)cc3OCC12)N1CCOCC1,1,1.4221,26.4298,0.2083,0,1,449.46,2.34,0,7,2,90.43
CCCCNC(=O)Cc1cc(C)cn(CCc2ccccc2)c1=S,S=c1ccccn1CCc1ccccc1,1,1.4222,26.4377,0.1957,0,1,342.51,4.23,1,2,8,34.03
Cc1cc(=O)oc2c(C)c(OCc3cccc(CCC(=O)O)c3)ccc12,O=c1ccc2ccc(OCc3ccccc3)cc2o1,1,1.4227,26.4673,0.1579,0,1,352.39,4.01,1,4,6,76.74
COc1c(N2CCSCC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,O=c1ccn(C2CC2)c2cc(N3CCSCC3)ccc12,1,1.4232,26.4983,0.1705,0,1,378.43,2.74,1,5,4,71.77
Cn1cnc(NCc2ccncc2)c1-c1n[nH]c(=Nc2ccc(Cl)c(F)c2)o1,c1ccc(N=c2[nH]nc(-c3[nH]cnc3NCc3ccncc3)o2)cc1,1,1.4238,26.5334,0.1122,0,1,399.82,3.44,2,6,5,96.92
Cc1nnc(-c2cc(Cl)nc(Oc3ccc4c(c3)C3(CC(=O)N3)NC4CC(C)(C)C)c2)o1,O=C1CC2(NCc3ccc(Oc4cc(-c5nnco5)ccn4)cc32)N1,1,1.424,26.5454,0.1489,0,1,453.93,4.64,2,7,4,102.17
O=C(NCc1ccccc1C(F)(F)F)c1c[nH]c2ccc(O)cc12,O=C(NCc1ccccc1)c1c[nH]c2ccccc12,1,1.4241,26.5549,0.1837,0,1,334.3,3.82,3,2,3,65.12
O=C(C1CCN(S(=O)(=O)c2cccc3nonc23)CC1)N1CCN(c2ccccc2F)CC1,O=C(C1CCN(S(=O)(=O)c2cccc3nonc23)CC1)N1CCN(c2ccccc2)CC1,1,1.4244,26.5726,0.191,0,1,473.53,2.11,0,7,4,99.85
CC#CCOc1ncccc1C1=CC2CCC1N2,C1=C(c2cccnc2)C2CCC1N2,1,1.4247,26.5873,0.1068,0,1,240.31,2.0,1,3,3,34.15
C#CCNCCCCC(=O)Nc1ccc(C(=O)O)cc1,c1ccccc1,1,1.4252,26.6206,0.1348,0,1,274.32,1.72,3,3,8,78.43
O=c1[nH]cnc2c(CN3CC=CCC3CCc3ccncc3)c[nH]c12,O=c1[nH]cnc2c(CN3CC=CCC3CCc3ccncc3)c[nH]c12,1,1.4257,26.6492,0.1402,0,1,335.41,2.41,2,4,5,77.67
Cc1cn(C(=O)NCCCn2ccc(=O)cc2-c2ccccc2)c(=O)[nH]c1=O,O=C(NCCCn1ccc(=O)cc1-c1ccccc1)n1ccc(=O)[nH]c1=O,1,1.4257,26.6492,0.1515,0,1,380.4,1.32,2,4,5,105.96
Cc1c(C(=O)N=c2nc[nH][nH]2)cc(-c2cccnc2)cc1N1CCCC1(C)C,O=C(N=c1nc[nH][nH]1)c1cc(-c2cccnc2)cc(N2CCCC2)c1,1,1.4257,26.6492,0.1935,0,1,376.46,3.23,2,4,3,90.03
Nn1c(-c2cccc(F)c2)cn(Cc2nc3ccccc3n2-c2ccc(F)cc2F)c1=O,O=c1[nH]c(-c2ccccc2)cn1Cc1nc2ccccc2n1-c1ccccc1,1,1.4259,26.6627,0.1413,0,1,435.41,3.84,1,3,4,70.77
CC1=NC(C)=C(C(C)C)C(c2ccc(C#N)cc2)N1C(CS(=O)c1ccc(C)cc1)C(=O)O,O=S(CCN1C=NC=CC1c1ccccc1)c1ccccc1,1,1.4267,26.7129,0.1383,0,1,463.6,4.83,1,5,7,93.76
O=C(O)C1NCCN(C(=O)c2ccc(OCCCCc3ccccc3)cc2)C1C(=O)O,O=C(c1ccc(OCCCCc2ccccc2)cc1)N1CCNCC1,1,1.4267,26.7129,0.2472,0,1,426.47,2.04,3,5,9,116.17
COc1ccc(Cc2cncn2CCCN2CCN(c3ccccc3F)CC2)cc1,c1ccc(Cc2cncn2CCCN2CCN(c3ccccc3)CC2)cc1,1,1.4271,26.7339,0.1875,0,1,408.52,3.83,0,4,8,33.53
C=CCN1CCN(c2ccc(NC(=O)c3ccc(C)c(C)c3)cc2Cl)CC1,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccccc1,1,1.4271,26.7339,0.1531,0,1,383.92,4.52,1,3,5,35.58
O=C(C1CCCO1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,O=C(C1CCCO1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1,1.4271,26.7339,0.2529,0,1,318.37,1.24,0,5,3,51.24
COc1ccccc1N1CCN(C2CCN(CCOc3ccc(C#N)cc3)CC2)CC1,c1ccc(OCCN2CCC(N3CCN(c4ccccc4)CC3)CC2)cc1,1,1.4271,26.7339,0.1591,0,1,420.56,3.23,0,6,7,51.97
O=C(c1cccs1)N1CCC2(C1)CN(c1ncccn1)C2,O=C(c1cccs1)N1CCC2(C1)CN(c1ncccn1)C2,1,1.4271,26.7339,0.3231,0,1,300.39,1.89,0,5,2,49.33
CC1CN(c2cccc3c2COC3=O)CCN1Cc1cc(C#N)cc(C#N)c1,O=C1OCc2c1cccc2N1CCN(Cc2ccccc2)CC1,1,1.4271,26.7339,0.1667,0,1,372.43,2.81,0,6,3,80.36
Clc1ccc(C(c2cncnc2)N2CCN(c3ccccn3)CC2)c(Cl)c1,c1ccc(C(c2cncnc2)N2CCN(c3ccccn3)CC2)cc1,1,1.4271,26.7339,0.1918,0,1,400.31,4.09,0,5,4,45.15
Cc1cc(C)c(C(c2cnoc2)N2CCN(Cc3ccccc3)CC2)c(C)c1,c1ccc(CN2CCN(C(c3ccccc3)c3cnoc3)CC2)cc1,1,1.4271,26.7339,0.1868,0,1,375.52,4.51,0,4,5,32.51
CCCc1cc2n(n1)CCN(C(=O)CC(N)Cc1cc(F)c(F)cc1F)C2,O=C(CCCc1ccccc1)N1CCn2nccc2C1,1,1.4273,26.749,0.1714,0,1,380.41,2.56,1,3,6,64.15
CCN(CC)c1[nH]c(C)nc(=NNC(=O)NC(=O)c2ccccc2)c1C#N,O=C(NN=c1cc[nH]cn1)NC(=O)c1ccccc1,1,1.4273,26.749,0.1505,0,1,367.41,1.39,3,6,5,126.27
CCCCN(CC)C(=O)CCc1ccc(S(=O)(=O)N2CCOCC2)cc1,O=S(=O)(c1ccccc1)N1CCOCC1,1,1.4275,26.7597,0.172,0,1,382.53,2.29,0,4,9,66.92
COc1ccccc1-c1cc2c(C)c(Cl)cc(C)c2oc1=O,O=c1oc2ccccc2cc1-c1ccccc1,1,1.4277,26.7763,0.1084,0,1,314.77,4.74,0,3,2,39.44
Cn1cc(N2Cc3nc(CCCCc4ccccc4)sc3C2=O)cn1,O=C1c2sc(CCCCc3ccccc3)nc2CN1c1cn[nH]c1,1,1.4282,26.8054,0.2247,0,1,352.46,3.6,0,4,6,51.02
CC1(c2ccc(C#N)cc2)NC(=O)N(CC(=O)Nc2cc(F)ccc2N2CCOCC2)C1=O,O=C(CN1C(=O)NC(c2ccccc2)C1=O)Nc1ccccc1N1CCOCC1,1,1.4282,26.8055,0.2021,0,1,451.46,1.94,2,6,5,114.77
O=C(CN1C(=O)NC2(CCCCC2)C1=O)Nc1cccc(S(=O)(=O)N2CCCC2)c1,O=C(CN1C(=O)NC2(CCCCC2)C1=O)Nc1cccc(S(=O)(=O)N2CCCC2)c1,1,1.4282,26.8055,0.1566,0,1,434.52,1.66,2,5,5,115.89
COC(=O)C1=CN(C)C=C(C(C)=O)C1c1cccc([N+](=O)[O-])c1,C1=CC(c2ccccc2)C=CN1,1,1.4283,26.8125,0.1951,0,1,316.31,2.15,0,6,4,89.75
O=C(C=Cc1ccc(N2CCOCC2)cc1)c1ccccc1O,O=C(C=Cc1ccc(N2CCOCC2)cc1)c1ccccc1,1,1.4283,26.8131,0.1688,0,1,309.37,3.12,1,4,4,49.77
NC(CC(=O)N1CCn2nc(-c3ccc(Cl)cc3)nc2C1)C1CCc2cc(F)c(F)cc21,O=C(CCC1CCc2ccccc21)N1CCn2nc(-c3ccccc3)nc2C1,1,1.4284,26.8189,0.1789,0,1,457.91,3.67,1,4,4,77.04
CCCOc1c2ccccc2c(S(=O)(=O)N2CCN(c3ccccc3)CC2)c2ncccc12,O=S(=O)(c1c2ccccc2cc2cccnc12)N1CCN(c2ccccc2)CC1,1,1.4303,26.9347,0.1828,0,1,461.59,4.69,0,5,6,62.74
COC(=O)C(n1cc2ccccc2n1)C(O)(c1ccccc1)C1CCCC1,c1ccc(C(Cn2cc3ccccc3n2)C2CCCC2)cc1,1,1.4305,26.949,0.1828,0,1,364.45,3.83,1,4,5,64.35
COc1ccc(CN2CCN(CC(=O)Nc3ccc4c(c3)C(=O)NC4=O)CC2)cc1F,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccc2c(c1)C(=O)NC2=O,1,1.4309,26.9735,0.1667,0,1,426.45,1.47,2,6,6,90.98
CCCCOc1cncnc1-c1[nH]ncc1-c1cccnc1,c1cncc(-c2cn[nH]c2-c2ccncn2)c1,1,1.4321,27.0485,0.1573,0,1,295.35,3.11,1,5,6,76.58
O=C(Nc1ccc2c(c1)OCCO2)c1ccc(-c2ccccc2)cc1,O=C(Nc1ccc2c(c1)OCCO2)c1ccc(-c2ccccc2)cc1,1,1.4336,27.1379,0.1905,0,1,331.37,4.38,1,3,3,47.56
O=C(O)c1ccc(-c2nn(Cc3ccccc3)c3ccccc23)cc1O,c1ccc(Cn2nc(-c3ccccc3)c3ccccc32)cc1,1,1.4336,27.1379,0.1818,0,1,344.37,4.16,2,3,4,75.35
CCOC(=O)c1ccc2c(SCC(=O)NCCc3ccccc3)ncnc2c1,O=C(CSc1ncnc2ccccc12)NCCc1ccccc1,1,1.4337,27.1467,0.1959,0,1,395.48,3.26,1,6,8,81.18
CCc1ccc2oc(C(=O)Nc3cccc(S(=O)(=O)N(C)C)c3)c(C)c2c1,O=C(Nc1ccccc1)c1cc2ccccc2o1,1,1.4337,27.1467,0.1101,0,1,386.47,3.81,1,4,5,79.62
CCN(CC)c1ccc2cc(C(=O)Nc3ccc(F)c(Cl)c3)c(=O)oc2c1,O=C(Nc1ccccc1)c1cc2ccccc2oc1=O,1,1.4337,27.1467,0.1222,0,1,388.83,4.68,1,4,5,62.55
CCS(=O)(=O)NC(=O)c1cc2ccccc2n1Cc1cccc(F)c1,c1ccc(Cn2ccc3ccccc32)cc1,1,1.4337,27.1467,0.1489,0,1,360.41,2.91,1,3,5,68.17
CCN1CCCC(N(Cc2ccc3c(O)cccc3c2)S(=O)(=O)c2c(C)n[nH]c2C)C1,O=S(=O)(c1cn[nH]c1)N(Cc1ccc2ccccc2c1)C1CCCNC1,1,1.4342,27.1769,0.1489,0,1,442.59,3.56,2,5,6,89.53
COc1ccc(CN2C(=O)C(C)(C)c3cc([N+](=O)[O-])ccc32)cc1,O=C1Cc2ccccc2N1Cc1ccccc1,1,1.4346,27.2007,0.2118,0,1,326.35,3.43,0,4,4,72.68
CC(C)(C)c1ccc(Cc2sc(=O)[nH]c2O)cc1C=Cc1cccnc1,O=c1[nH]cc(Cc2cccc(C=Cc3cccnc3)c2)s1,1,1.4349,27.2204,0.1616,0,1,366.49,4.6,2,4,4,65.98
COc1cccc(N2CCN(CCc3nc4cc(NC(=O)c5ccc(N(C)C)cc5)ccc4[nH]3)CC2)c1,O=C(Nc1ccc2[nH]c(CCN3CCN(c4ccccc4)CC3)nc2c1)c1ccccc1,1,1.4352,27.2372,0.1935,0,1,498.63,4.25,2,6,8,76.73
COc1ccc(CN(C(=O)c2ccc3c(c2)OCO3)C2CCS(=O)(=O)C2)cc1,O=C(c1ccc2c(c1)OCO2)N(Cc1ccccc1)C1CCS(=O)(=O)C1,1,1.4355,27.2584,0.2316,0,1,403.46,2.25,0,6,5,82.14
C=CC[n+]1ccc2c([nH]c3cc(Cl)cc(Cl)c32)c1C(=O)ON,c1ccc2c(c1)[nH]c1c[nH+]ccc12,1,1.4357,27.2728,0.1553,0,1,337.19,3.13,2,3,3,71.99
