canonical_smiles,murcko_scaffold,novel_scaffold,pred_log10_ic50_uM,pred_ic50_uM,max_sim_to_seriesCE,has_spiro_motif,drug_like,mw,logp,hbd,hba,rot_bonds,tpsa,source_mode,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,property_source_logP_solubility,property_source_metabolic_stability
CCCC(C(=O)NC(Cc1c[nH]c2ccccc12)C(N)=O)C(=O)C(O)=NO,c1ccc2[nH]ccc2c1,1,1.4384,27.4428,0.24,0,0,374.4,1.01,5,5,9,157.87,scaffold_hopping,7.2599587,-2.6522949,-7.3891706,1.0116000000000003,-3.0763042178688482,0.000838872161173246,Soluble,adme-py (wlogp + ESOL),admet_ai
Nc1cc(-c2coc3ccc(Cl)cc3c2=O)ccc1O,O=c1c(-c2ccccc2)coc2ccccc12,1,1.4386,27.4552,0.1111,0,1,287.7,3.4,2,4,1,76.46,scaffold_hopping,8.692039,37.539608,46.008698,3.4012000000000016,-4.501745840499431,3.149590990710898e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc(NC(=O)c2cc(C(F)(F)F)nn2C)cc1S(=O)(=O)N(C)C,O=C(Nc1ccccc1)c1ccn[nH]1,1,1.4387,27.4571,0.1512,0,1,390.39,2.25,1,4,4,84.3,scaffold_hopping,41.221443,34.271027,26.148869,2.2499200000000004,-4.156000713830065,6.982312564253049e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=S1(=O)NC(c2cccnc2)Nc2cc(C(F)(F)F)ccc21,O=S1(=O)NC(c2cccnc2)Nc2ccccc21,1,1.4387,27.4571,0.1216,0,1,329.3,2.5,2,4,1,71.09,scaffold_hopping,10.920041,13.503708,30.895206,2.503000000000001,-4.002218923133839,9.949037707342046e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
NC1(C#Cc2ccc(N3CCOc4ccccc4C3=O)cc2F)CCC(NCCc2c[nH]c3ccc(F)cc23)C1,O=C1c2ccccc2OCCN1c1ccc(C#CC2CCC(NCCc3c[nH]c4ccccc34)C2)cc1,1,1.4387,27.4607,0.2177,0,0,540.61,4.92,3,4,5,83.38,similarity,10.957542,15.384523,78.2908,4.919100000000005,-7.1692390652084095,6.77268590304271e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1cc(N2CCN(C(=O)Cn3nc4c(c3C)c(=O)n(C)c(=O)n4CC(C)C)C(C)C2)ccn1,O=C(Cn1cc2c(=O)[nH]c(=O)[nH]c2n1)N1CCN(c2ccncc2)CC1,1,1.4388,27.4633,0.156,0,1,467.57,1.3,0,6,5,98.26,scaffold_hopping,47.551674,26.362152,0.7950405,1.3018400000000006,-3.967603754816495,0.00010774478160344821,Soluble,adme-py (wlogp + ESOL),admet_ai
Cn1c(=O)c2c(ncn2CC(=O)NCc2ccccc2)n(C)c1=O,O=C(Cn1cnc2[nH]c(=O)[nH]c(=O)c21)NCc1ccccc1,1,1.4388,27.4663,0.1648,0,1,327.34,-0.25,1,4,4,90.92,scaffold_hopping,22.753159,36.333935,-16.573109,-0.24990000000000046,-1.9710595858430164,0.010689082133791817,Very Soluble,adme-py (wlogp + ESOL),admet_ai
Clc1cc2c(cc1-n1cncn1)[nH]c1ccccc12,c1ccc2c(c1)[nH]c1cc(-n3cncn3)ccc12,1,1.4389,27.4707,0.1739,0,1,268.71,3.56,1,2,1,46.5,scaffold_hopping,51.403584,63.51644,77.564125,3.555200000000001,-4.553148442214903,2.7980247889735787e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cc(C(=O)N(C)c2ccc(-c3ccc(=O)[nH]c3C(=O)O)cc2)cc(Cl)c1O,O=C(Nc1ccc(-c2ccc(=O)[nH]c2)cc1)c1ccccc1,1,1.4391,27.4876,0.1444,0,1,428.83,3.38,3,5,5,119.93,scaffold_hopping,5.232512,17.452263,8.994532,3.384300000000002,-5.323546790155119,4.747371408072428e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCCCCCCCCCCCOC(=O)c1cnc([N+](=O)[O-])n1C,c1c[nH]cn1,1,1.44,27.5396,0.275,0,0,367.49,5.19,0,5,15,87.26,scaffold_hopping,138.93369,155.34976,34.584637,5.186200000000005,-6.045992969313801,8.995121433922877e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)(C)OC(=O)Nc1ccc2c(c1)C(NC(=O)Nc1cccc(C#N)c1)CC(C)(C)O2,O=C(Nc1ccccc1)NC1CCOc2ccccc21,1,1.4409,27.5983,0.2198,0,0,436.51,5.33,3,5,3,112.48,scaffold_hopping,72.453476,51.299114,62.048237,5.329180000000004,-6.727831917325233,1.8714062806086207e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2cccc(C(C)=O)c2)c1,O=C(Nc1ccccc1)c1ccccc1,1,1.4413,27.6263,0.1837,0,1,382.46,4.76,3,4,9,95.5,scaffold_hopping,88.37897,105.48889,44.35592,4.756000000000004,-5.94735100408039,1.1288831635757477e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC1C(=O)OCC1C(=O)NC(Cc1ccc(O)cc1)C(=O)O,O=C1CC(C(=O)NCCc2ccccc2)CO1,1,1.4413,27.6263,0.129,0,1,307.3,0.31,3,5,5,112.93,scaffold_hopping,-7.556117,-0.31674957,-0.963092,0.3131999999999997,-2.1025334762841066,0.007897079747893582,Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1cccc(-c2cc(CN3CCOCC3)ccc2OCCC2CCN(C(=O)OC(C)(C)C)C2)c1,c1ccc(-c2cc(CN3CCOCC3)ccc2OCCC2CCNC2)cc1,1,1.4414,27.6304,0.2673,0,0,480.65,5.52,0,5,7,51.24,scaffold_hopping,121.822716,103.13899,49.527813,5.520120000000006,-7.133857150215107,7.347555069771338e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1c(Cc2c(F)cccc2Cl)c2ccccc2n1CC1CN(CC(=O)N2CCOCC2)CCO1,O=C(CN1CCOC(Cn2cc(Cc3ccccc3)c3ccccc32)C1)N1CCOCC1,1,1.4414,27.6304,0.1455,0,0,500.01,3.89,0,4,6,46.94,scaffold_hopping,71.11599,73.52696,65.10872,3.8926200000000035,-6.094847794513307,8.03807780192545e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccc(C(=O)N2Cc3ccccc3CC2CN2CCOCC2)c(C)c1NS(=O)(=O)Cc1ccccc1,O=C(c1cccc(NS(=O)(=O)Cc2ccccc2)c1)N1Cc2ccccc2CC1CN1CCOCC1,1,1.4414,27.6304,0.1698,0,0,533.69,4.14,1,5,7,78.95,scaffold_hopping,50.78538,41.49311,-1.112875,4.144640000000003,-6.520297808927043,3.0178815575808817e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cc(C(CNS(=O)(=O)c2ccc(N3CCOCC3)cc2)N2CCCC2)ccc1N1CC(F)(F)C1,O=S(=O)(NCC(c1ccc(N2CCC2)cc1)N1CCCC1)c1ccc(N2CCOCC2)cc1,1,1.4414,27.6304,0.1546,0,0,536.65,3.1,1,7,9,74.35,scaffold_hopping,56.41555,26.787182,14.569754,3.102500000000001,-5.696319785893329,2.012242021540259e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCCCOC(=O)C1CCC2OC2C1C(=O)NC(Cc1ccccc1)C(=O)COCc1ccccc1,O=C(COCc1ccccc1)C(Cc1ccccc1)NC(=O)C1CCCC2OC21,1,1.4418,27.6543,0.1881,0,0,521.65,4.42,1,6,15,94.23,scaffold_hopping,103.03441,91.3888,9.963189,4.416900000000003,-6.547680042342171,2.8334787350563713e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(c1cc2ccccc2oc1=O)N1CCN(c2cccc3c2OCO3)CC1,O=C(c1cc2ccccc2oc1=O)N1CCN(c2cccc3c2OCO3)CC1,1,1.4418,27.6571,0.2151,0,1,378.38,2.48,0,6,2,72.22,scaffold_hopping,76.91655,89.123886,8.045309,2.4841000000000006,-4.320437205582405,4.781484963984239e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(NCC1CCCO1)C(c1ccc(F)cc1)N(CC1CCCO1)C(=O)c1csnn1,O=C(NCC1CCCO1)C(c1ccccc1)N(CC1CCCO1)C(=O)c1csnn1,1,1.4418,27.6581,0.1489,0,1,448.52,2.33,1,7,8,93.65,scaffold_hopping,57.970062,68.67059,-9.100546,2.3349,-4.560620518013814,2.7502962836630654e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)(C)OC(=O)N1CC2(CCN(C(=O)C3CCCN(C(=N)N)C3)C2)C1,O=C(C1CCCNC1)N1CCC2(CNC2)C1,1,1.4418,27.6581,0.4,0,1,365.48,1.06,2,4,1,102.96,similarity,26.265087,-8.357628,-27.170399,1.0612700000000015,-2.939683487840112,0.0011489906964630256,Soluble,adme-py (wlogp + ESOL),admet_ai
O=c1[nH]c2ccccc2[nH]c1=NN=C1CCCCCC1,O=c1[nH]c2ccccc2[nH]c1=NN=C1CCCCCC1,1,1.4421,27.6741,0.1452,0,1,270.34,2.47,2,3,1,73.37,scaffold_hopping,36.976612,36.212494,9.323477,2.4671000000000003,-3.5662169573108744,0.00027150825760902363,Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCC#CC[n+]1cc(Sc2cccc(OC)c2)cc2ccccc21,c1ccc(Sc2c[nH+]c3ccccc3c2)cc1,1,1.4421,27.6741,0.1667,0,0,362.52,5.48,0,2,6,13.11,scaffold_hopping,118.06716,129.96977,63.782906,5.480700000000005,-6.442931486681725,3.606355315825679e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)c1ccc(C(C#N)n2cnc3ccccc32)cc1,c1ccc(Cn2cnc3ccccc32)cc1,1,1.4421,27.6741,0.1343,0,1,275.35,4.27,0,2,3,41.61,scaffold_hopping,102.58234,109.900375,20.738728,4.272680000000004,-5.022999552529502,9.484194404938358e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCc1c(N)ccc2ncnc(N3CCCN(C)CC3)c12,c1ccc2c(N3CCCNCC3)ncnc2c1,1,1.4425,27.7031,0.1398,0,1,285.4,1.92,1,5,2,58.28,scaffold_hopping,5.3192225,15.086225,20.740488,1.9163,-3.243701118071561,0.0005705567949964958,Soluble,adme-py (wlogp + ESOL),admet_ai
COC(=O)C1=C(C)N=C(C)C(C(=O)Nc2ccccc2Cl)C1c1cc(F)cc(Cl)c1F,O=C(Nc1ccccc1)C1C=NC=CC1c1ccccc1,1,1.4431,27.7413,0.1556,0,0,467.3,5.53,1,4,4,67.76,scaffold_hopping,78.74478,63.76239,79.95144,5.531600000000003,-7.083287914423698,8.254905112980475e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC(=O)NCc1nc2ccccc2n1-c1cc2c(cc1[N+](=O)[O-])[nH]c(=O)c(=O)n2O,O=c1[nH]c2ccc(-n3cnc4ccccc43)cc2[nH]c1=O,1,1.4434,27.7607,0.1753,0,0,410.35,0.81,3,7,4,165.15,scaffold_hopping,25.202406,28.13534,-12.228233,0.8102999999999996,-3.3099000441521005,0.0004898915582897416,Soluble,adme-py (wlogp + ESOL),admet_ai
COC(=O)c1ccccc1NC(=O)N=c1[nH]c2cn(C)nc2c2nc(-c3ccco3)nn12,O=C(N=c1[nH]c2c[nH]nc2c2nc(-c3ccco3)nn12)Nc1ccccc1,1,1.4434,27.7607,0.1589,0,0,432.4,2.12,2,7,3,144.7,scaffold_hopping,67.408585,49.899082,33.59101,2.1235,-4.469589156611942,3.391648550084113e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COC(C)(C)C=Cn1c(=O)[nH]c2cnc(-n3ccc4ccccc43)nc21,O=c1[nH]c2cnc(-n3ccc4ccccc43)nc2[nH]1,1,1.4434,27.7607,0.1556,0,1,349.39,2.96,1,4,4,77.73,scaffold_hopping,63.629616,73.456245,20.187023,2.959200000000001,-4.525691422014846,2.980633498004889e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(Nc1ccccc1)N1CCN(c2ccc(NC(=O)N3Cc4ccc(F)cc4C3)cc2)CC1,O=C(Nc1ccccc1)N1CCN(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1,1,1.4436,27.7744,0.2179,0,1,459.53,4.73,2,3,3,67.92,scaffold_hopping,74.732864,65.5955,40.07957,4.727500000000004,-6.499604632310258,3.1651578065597553e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCC(C(=O)NC1CCCC1)N(C(=O)Cn1nnc(-c2ccc3c(c2)OCO3)n1)c1sc2ccccc2c1C,O=C(CN(C(=O)Cn1nnc(-c2ccc3c(c2)OCO3)n1)c1cc2ccccc2s1)NC1CCCC1,1,1.4439,27.7901,0.2,0,0,546.65,4.46,1,8,8,111.47,similarity,102.42838,83.19194,35.99109,4.462520000000004,-6.8550006985232805,1.3963661151258957e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CN(CCF)c1ccc(C#CC2(O)C(C#N)CCC2N(C)C)cc1,C(#CC1CCCC1)c1ccccc1,1,1.4439,27.7906,0.1395,0,1,329.42,2.04,1,4,4,50.5,scaffold_hopping,-8.761117,-6.7383537,40.43763,2.0386800000000003,-3.522320418942187,0.0003003859261900007,Soluble,adme-py (wlogp + ESOL),admet_ai
CN=c1[nH]c(=Nc2cnc(CN(C)Cc3nc(C)no3)c(C)c2OC)[nH]cc1C#N,N=c1cc[nH]c(=Nc2ccc(CNCc3ncno3)nc2)[nH]1,1,1.4445,27.8267,0.0976,0,0,409.45,1.01,2,9,6,144.37,scaffold_hopping,22.81683,-11.914621,-13.465787,1.0128199999999992,-3.4188846163357622,0.000381167078680671,Soluble,adme-py (wlogp + ESOL),admet_ai
C#Cc1ccc(Cl)c(NC(=O)CCC(=O)OCC(=O)c2cccc([N+](=O)[O-])c2)c1,O=C(CCC(=O)OCC(=O)c1ccccc1)Nc1ccccc1,1,1.4447,27.8446,0.2065,0,1,414.8,3.37,1,6,8,115.61,scaffold_hopping,106.61182,126.179276,33.438515,3.3743000000000016,-5.133632059664906,7.35136422219508e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
NS(=O)(=O)c1cccc(N=c2nc(N(Cc3ccc(Cl)cc3)C3CCOCC3)c(Br)c[nH]2)c1,c1ccc(CN(c2cc[nH]c(=Nc3ccccc3)n2)C2CCOCC2)cc1,1,1.4448,27.8508,0.1383,0,0,552.88,3.89,2,6,6,113.67,scaffold_hopping,36.95914,27.341162,75.419846,3.8910000000000027,-6.493130385009566,3.2126958699990635e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ccccc1NC(=O)C1CCN(C(=O)CN2CCOc3ccc(S(=O)(=O)N4CCC(C)CC4)cc32)CC1,O=C(Nc1ccccc1)C1CCN(C(=O)CN2CCOc3ccc(S(=O)(=O)N4CCCCC4)cc32)CC1,1,1.445,27.8582,0.1532,0,0,554.71,3.49,1,6,6,99.26,scaffold_hopping,90.14131,85.194565,-0.07895775,3.4917200000000026,-6.107759057863982,7.802628723262479e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
N#Cc1ccc2[nH]cc(Cc3[nH]c(=O)n(-c4cc(Cl)cc(Cl)c4)c3O)c2c1,O=c1[nH]c(Cc2c[nH]c3ccccc23)cn1-c1ccccc1,1,1.4451,27.8689,0.2245,0,1,399.24,4.12,3,3,3,97.6,similarity,4.442941,21.172518,87.85709,4.121780000000001,-5.741698639492578,1.812597432573415e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(COc1cc(CSc2nc3cc(Cl)c(Cl)cc3[nH]2)on1)NCCc1ccccc1F,O=C(COc1cc(CSc2nc3ccccc3[nH]2)on1)NCCc1ccccc1,1,1.4451,27.8689,0.1574,0,0,495.36,5.03,2,6,9,93.04,scaffold_hopping,93.94844,82.11449,87.812904,5.026800000000003,-6.978651108150765,1.0503859206562246e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1cc(C)cc(C(=CCCCc2nnc(C)o2)c2ccc3ccccc3c2)c1,C(CCCc1nnco1)=C(c1ccccc1)c1ccc2ccccc2c1,1,1.4455,27.8919,0.134,0,0,382.51,6.6,0,3,6,38.92,scaffold_hopping,109.923386,105.42302,47.796783,6.602660000000006,-7.453620864265339,3.51867484086477e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCN(CC)CC(C)N=c1[nH]c(Cl)nc(=Nc2ccc(C(F)(F)F)cc2)[nH]1,N=c1[nH]cnc(=Nc2ccccc2)[nH]1,1,1.4457,27.9034,0.1136,0,1,402.85,3.27,2,4,6,72.43,scaffold_hopping,13.255333,-7.938688,70.67783,3.2734000000000005,-4.999736025035431,1.0006080095812777e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
FC(F)(F)c1cccc(N2CCN(CCCN3CCCC3c3nc(CCCc4cccnc4)no3)CC2)c1,c1ccc(N2CCN(CCCN3CCCC3c3nc(CCCc4cccnc4)no3)CC2)cc1,1,1.446,27.9253,0.2018,0,0,528.62,5.01,0,7,10,61.53,similarity,30.35114,17.922314,36.05788,5.007900000000004,-7.105444555364665,7.844322578110744e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1cccc(-n2cc(C(O)N3CCC4(CN(c5ccc(C#N)c(C(F)(F)F)c5)C4)C3)cc2O)c1,c1ccc(N2CC3(CCN(Cc4ccn(-c5ccccc5)c4)C3)C2)cc1,1,1.446,27.9253,0.2234,0,1,482.51,4.59,2,5,4,75.66,scaffold_hopping,42.32315,33.44446,26.197714,4.585000000000005,-6.523832253826909,2.9934206215731625e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
Cn1c(C(=O)Nc2cc(OCC3(C)COC3)cc(C(F)(F)F)c2)cc2nc(C3CCCC3)ccc21,O=C(Nc1cccc(OCC2COC2)c1)c1cc2nc(C3CCCC3)ccc2[nH]1,1,1.446,27.9253,0.1667,0,0,487.52,5.92,1,4,6,65.38,scaffold_hopping,94.17964,75.000534,106.52206,5.917300000000005,-7.513879563743736,3.062812678997117e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(SC(=S)Nc2ccc(S(N)(=O)=O)cc2Br)cc1,S=C(Nc1ccccc1)Sc1ccccc1,1,1.4461,27.931,0.1139,0,1,433.37,3.59,2,5,4,81.42,scaffold_hopping,40.2011,35.754265,48.40159,3.5942000000000007,-5.479383847719267,3.316012448753219e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CN1C(=O)C2(N=C1N)c1cc(Br)ccc1CC21CCC(COC2COC2)CC1,O=C1NC=NC12c1ccccc1CC21CCC(COC2COC2)CC1,1,1.4462,27.9364,0.1591,0,1,448.36,2.58,1,5,3,77.15,scaffold_hopping,17.36092,18.171703,40.300915,2.579200000000001,-4.6981070947002355,2.0039777962063773e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
CCC1CCCCN1CCCNC(=O)CCc1cc(=O)n2[nH]c(=O)c3ccccc3c2n1,O=C(CCc1cc(=O)n2[nH]c(=O)c3ccccc3c2n1)NCCCN1CCCCC1,1,1.4464,27.9526,0.193,0,1,437.54,2.24,2,5,8,99.57,scaffold_hopping,5.417129,10.246409,10.241334,2.2394000000000007,-4.45243089939403,3.528329214079765e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=S(=O)(c1ccccc1)C1CCN(CCCn2cccn2)CC1,O=S(=O)(c1ccccc1)C1CCN(CCCn2cccn2)CC1,1,1.4464,27.954,0.1573,0,1,333.46,2.21,0,4,6,55.2,scaffold_hopping,6.0317755,24.022467,15.313548,2.2115,-3.7675961184128357,0.00017076697353594062,Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C(=O)c1ccc(OCCCN(C)C)cc1)n1nc(C(=O)C2(O[N+](=O)[O-])CC3CCC(C2)N3C)c2ccccc21,O=C(Cn1nc(C(=O)C2CC3CCC(C2)N3)c2ccccc21)c1ccccc1,1,1.4466,27.9637,0.2019,0,0,563.66,4.2,0,9,12,120.04,scaffold_hopping,42.673424,25.011566,26.461216,4.197100000000003,-6.694144297614264,2.0223471269648793e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccccc1CN1C(=O)C(=Cc2cccnc2)SC1=S,O=C1C(=Cc2cccnc2)SC(=S)N1Cc1ccccc1,1,1.447,27.9892,0.1348,0,1,342.44,3.49,0,5,4,42.43,scaffold_hopping,93.02704,83.51349,6.123575,3.4916000000000027,-4.801894171606164,1.5779957470924867e-05,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(C(CCN1C2CCC1C(n1c(C3CC3)nc3ccccc31)C2)c1cccc(F)c1F)N1CCSC1,O=C(C(CCN1C2CCC1C(n1c(C3CC3)nc3ccccc31)C2)c1ccccc1)N1CCSC1,1,1.4471,27.9961,0.1633,0,0,522.67,5.68,0,4,7,41.37,scaffold_hopping,29.88119,16.069296,29.666407,5.676500000000006,-7.554390202650972,2.7900359377602524e-08,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COC1=CC2=CN(CC3(CCc4ccc5ccccc5c41)CCN(c1cncc(N4CCSCC4)n1)C3)C2=O,O=C1C2=CN1CC1(CCc3ccc4ccccc4c3C=C2)CCN(c2cncc(N3CCSCC3)n2)C1,1,1.4471,27.9961,0.2556,0,0,539.71,4.74,0,7,3,61.8,scaffold_hopping,73.65294,44.196636,45.47047,4.739300000000004,-6.987867886405144,1.0283290711275406e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CS(=O)(=O)N(CC(=O)NCCOc1cccc(N)c1)c1ccccc1,O=C(CNc1ccccc1)NCCOc1ccccc1,1,1.4471,27.9994,0.1596,0,1,363.44,1.23,2,5,8,101.73,scaffold_hopping,41.862747,76.861626,-22.04485,1.2300000000000002,-3.2317788379212917,0.00058643672816831,Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1ccc2c(c1)OCO2,O=C(OCCn1ccnc1)c1ccc2c(c1)OCO2,1,1.4472,28.0015,0.3068,0,1,319.27,1.69,0,7,5,105.72,scaffold_hopping,111.71718,141.59291,-21.085922,1.68542,-3.2870564894987684,0.0005163492023935618,Soluble,adme-py (wlogp + ESOL),admet_ai
CCOC(=O)Nc1ccc(C)c(C)c1CN=c1cccc(Br)[nH]1,c1ccc(CN=c2cccc[nH]2)cc1,1,1.4473,28.0071,0.1667,0,1,378.27,4.06,2,3,4,66.48,scaffold_hopping,51.909996,62.899483,32.25576,4.063340000000003,-5.462881259141325,3.4444409267039865e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
COc1cccc(C(N)CCCn2nc(-c3ccccc3)c3c(C)cc(C)nc32)c1,c1ccc(CCCCn2nc(-c3ccccc3)c3cccnc32)cc1,1,1.4473,28.0107,0.1471,0,0,400.53,5.2,1,4,7,65.96,scaffold_hopping,62.387707,63.875,19.52734,5.203940000000005,-6.52166196323214,3.0084170182769277e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCC1C(NC2CCCCCC2)c2[nH]c3ccccc3c(=O)c2C1c1c(F)cccc1Cl,O=c1c2c([nH]c3ccccc13)C(NC1CCCCCC1)CC2c1ccccc1,1,1.4476,28.0266,0.1429,0,0,453.0,6.85,2,2,4,44.89,scaffold_hopping,39.794655,27.530188,88.8145,6.845800000000006,-8.011555317946465,9.737437475215085e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(C1CCCCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1)N1CCOCC1,O=C(C1CCCCN1S(=O)(=O)c1ccccc1)N1CCOCC1,1,1.4478,28.0433,0.2222,0,1,383.43,1.0,0,6,4,110.06,similarity,59.28885,74.452675,-5.0612307,0.9968000000000001,-3.0985841517592188,0.0007969220587620215,Soluble,adme-py (wlogp + ESOL),admet_ai
CCCCCCCC(C(=O)Nc1ccc(S(=O)(=O)N=c2cc(C)o[nH]2)cc1)n1cncn1,O=C(Cn1cncn1)Nc1ccc(S(=O)(=O)N=c2cco[nH]2)cc1,1,1.4481,28.0626,0.1863,0,0,460.56,3.34,2,6,11,135.24,scaffold_hopping,42.51027,37.115917,40.776573,3.3375200000000014,-5.435388960471884,3.6695350437247522e-06,Moderately Soluble,adme-py (wlogp + ESOL),admet_ai
Cc1[nH]n(-c2nnc(-c3ccccc3)s2)c(=O)c1N=Nc1ccc(Br)cc1,O=c1c(N=Nc2ccccc2)c[nH]n1-c1nnc(-c2ccccc2)s1,1,1.4482,28.065,0.1205,0,0,441.31,5.17,1,6,4,88.29,scaffold_hopping,32.660816,33.93986,69.96306,5.170420000000003,-6.825862452821829,1.4932672734674746e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC1CN(C(C)CO)C(=O)c2cccc(NC(=O)Nc3cccc4ccccc34)c2OC1CN(C)C(=O)Nc1ccc2c(c1)OCO2,O=C(NCC1CCNC(=O)c2cccc(NC(=O)Nc3cccc4ccccc34)c2O1)Nc1ccc2c(c1)OCO2,1,1.4482,28.0693,0.1653,0,0,639.71,5.6,4,7,7,141.7,scaffold_hopping,67.73678,54.799355,83.623116,5.596500000000005,-8.295888938466941,5.059540323923151e-09,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
COc1ccc(N2C(=NC(=O)C3CC3)SC3CS(=O)(=O)CC32)cc1,O=C(N=C1SC2CS(=O)(=O)CC2N1c1ccccc1)C1CC1,1,1.4482,28.0697,0.1489,0,1,366.46,1.71,0,5,3,76.04,scaffold_hopping,39.87342,52.95539,-5.272511,1.7066000000000001,-3.524488239862672,0.00029889025815104254,Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)C(CNCc1cccc(C(C)(C)C#N)c1)NC(c1ccc(F)cc1)C(F)F,c1ccc(CNCCNCc2ccccc2)cc1,1,1.4484,28.0774,0.1319,0,0,417.52,5.34,2,3,10,47.85,scaffold_hopping,30.984915,16.590185,30.191553,5.337080000000005,-6.594569019187299,2.543495542206284e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CC(C)CCn1c2ccc(O)c(CN3CCOCC3)c2c2c3ccc(O)cc3c3c(c21)C(=O)N(CCN(C)C)C3=O,O=C1NC(=O)c2c1c1ccccc1c1c2[nH]c2cccc(CN3CCOCC3)c21,1,1.4485,28.0883,0.112,0,0,558.68,4.39,2,7,8,98.48,scaffold_hopping,79.531525,57.10216,104.71189,4.394800000000004,-6.842461334714455,1.4372710080565027e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
CCOC(=O)c1c(NC(=O)CSCC(=O)Nc2ccc(C)cc2)sc2c1CCCC2,O=C(CSCC(=O)Nc1cc2c(s1)CCCC2)Nc1ccccc1,1,1.4489,28.1097,0.1176,0,1,446.59,4.42,2,6,8,84.5,scaffold_hopping,179.77844,171.84647,31.527613,4.422420000000003,-6.101183032724157,7.921674024168397e-07,Poorly Soluble,adme-py (wlogp + ESOL),admet_ai
O=C(NCCNC(=O)c1ccccn1)c1ccc(Cl)cc1,O=C(NCCNC(=O)c1ccccn1)c1ccccc1,1,1.4491,28.1266,0.1429,0,1,303.75,1.89,2,3,5,71.09,scaffold_hopping,15.532175,51.286602,24.876093,1.8947999999999996,-3.379386818672495,0.0004174583779667692,Soluble,adme-py (wlogp + ESOL),admet_ai
