canonical_smiles,murcko_scaffold,novel_scaffold,pred_log10_ic50_uM,pred_ic50_uM,max_sim_to_seriesCE,has_spiro_motif,drug_like,mw,logp,hbd,hba,rot_bonds,tpsa
Cc1ccc2c(c1)C(C(=O)N1CCCCC1C[N+](=O)[O-])c1ccccc1CC2,O=C(C1c2ccccc2CCc2ccccc21)N1CCCCC1,1,1.3108,20.4543,0.2022,0,1,378.47,3.88,0,3,3,63.45
COc1c(F)cc(C2Nc3ncc(C(=O)O)cc3C3C=CCC32)cc1F,C1=CC2c3cccnc3NC(c3ccccc3)C2C1,1,1.3113,20.4766,0.1573,0,1,358.34,3.89,2,4,3,71.45
CCN1CC2c3c(c(O)n(CC(=O)O)c3O)C(c3ccc(Cl)cc3)C2(CC)C1=O,O=C1NCC2c3c[nH]cc3C(c3ccccc3)C12,1,1.3116,20.4915,0.1531,0,1,418.88,3.12,3,4,5,103.0
Cn1cc(-c2ccc3ncc(NC(=O)c4cccc(C(F)(F)F)c4)nc3c2)cn1,O=C(Nc1cnc2ccc(-c3cn[nH]c3)cc2n1)c1ccccc1,1,1.3119,20.5084,0.1798,0,1,397.36,4.3,1,4,3,72.7
CCOc1cccc(NC(=O)CN2CCN(CC(=O)Nc3cc([N+](=O)[O-])ccc3OC)CC2)c1,O=C(CN1CCN(CC(=O)Nc2ccccc2)CC1)Nc1ccccc1,1,1.3122,20.5233,0.1959,0,1,471.51,2.2,2,8,10,126.28
COc1ccc(NC(=O)CN2CCN(c3ccccc(=NC(=O)c4cccc([N+](=O)[O-])c4)n3)CC2)c(OC)c1,O=C(CN1CCN(c2ccccc(=NC(=O)c3ccccc3)n2)CC1)Nc1ccccc1,1,1.3122,20.5233,0.2277,0,0,532.56,2.51,1,9,8,139.5
N=c1[nH]cc(-c2ccc(F)cc2)c(N2CC(O)C(O)C2)c1C(Cl)c1ccc(Cl)cc1,N=c1[nH]cc(-c2ccccc2)c(N2CCCC2)c1Cc1ccccc1,1,1.3128,20.549,0.1765,0,1,448.33,3.82,4,4,4,83.34
CCCCCCCCc1ccc(CN(CCCCCCC(=O)O)S(C)(=O)=O)cc1,c1ccccc1,1,1.3129,20.5554,0.1828,0,0,425.64,5.39,1,3,17,74.68
COc1ccc(C=CC(=O)c2ccc3c(c2)C(=O)N(Cc2ccccc2)C3=O)cc1,O=C(C=Cc1ccccc1)c1ccc2c(c1)C(=O)N(Cc1ccccc1)C2=O,1,1.3131,20.5635,0.172,0,1,397.43,4.39,0,4,6,63.68
O=C(NN1C(=O)C(Cl)C1c1cn(-c2ccccc2)nc1-c1ccc(F)cc1)c1cccc2ccccc12,O=C(NN1C(=O)CC1c1cn(-c2ccccc2)nc1-c1ccccc1)c1cccc2ccccc12,1,1.3131,20.5635,0.1978,0,0,510.96,5.67,1,3,5,67.23
COc1cccc(N2CC3(CCN(Cc4ccc(Oc5ccc(C(F)(F)F)cc5C#N)c(F)c4)C3)c3cnccc32)c1,c1ccc(Oc2ccc(CN3CCC4(C3)CN(c3ccccc3)c3ccncc34)cc2)cc1,1,1.3132,20.57,0.193,0,0,574.58,7.21,0,6,6,61.62
O=C(Nc1ccc(Oc2cc3nc[nH]c(=Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cn2)cc1)Nc1cc(C(F)(F)F)ccc1Cl,O=C(Nc1ccccc1)Nc1ccc(Oc2cc3nc[nH]c(=Nc4ccc(OCc5ccccc5)cc4)c3cn2)cc1,1,1.3136,20.5881,0.1261,0,0,709.49,9.67,3,6,8,113.52
CCc1[nH]c(=N)cc(C)c1C1(NC2CCC(Nc3cc(C(F)(F)F)ccc3C#N)CC2)CC1,N=c1ccc(C2(NC3CCC(Nc4ccccc4)CC3)CC2)c[nH]1,1,1.3143,20.6198,0.1238,0,0,457.54,5.26,4,4,6,87.49
O=C(NC(Cc1ccccc1)C(=O)NCc1ccccc1)c1cnccn1,O=C(NC(Cc1ccccc1)C(=O)NCc1ccccc1)c1cnccn1,1,1.3145,20.6319,0.1685,0,1,360.42,2.13,2,4,7,83.98
O=C(NCc1ccccc1)C(Cc1ccccc1)n1ccnc1,O=C(NCc1ccccc1)C(Cc1ccccc1)n1ccnc1,1,1.3145,20.6319,0.1765,0,1,305.38,2.98,1,2,6,46.92
COC(=O)C12CC(C)C(=O)N1C(c1ccccc1)c1c2c(O)n(C)c1O,O=C1CCC2c3c[nH]cc3C(c3ccccc3)N12,1,1.315,20.6516,0.1772,0,1,356.38,1.78,2,5,2,92.0
COc1ccc2c3c([nH]c2c1)CN(Cc1c(Cl)cccc1Cl)C=N3,C1=Nc2c([nH]c3ccccc23)CN1Cc1ccccc1,1,1.315,20.6561,0.1341,0,0,360.24,5.16,1,3,3,40.62
O=C(NNC(=O)c1cc2ccccc2o1)c1ccncc1,O=C(NNC(=O)c1cc2ccccc2o1)c1ccncc1,1,1.3153,20.6694,0.1688,0,1,281.27,1.9,2,4,2,84.23
CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)Nc1ccc(OC3CCCC3)cc1)C2=O,O=C(CN1C(=O)NC2(CCCCC2)C1=O)Nc1ccc(OC2CCCC2)cc1,1,1.3158,20.6897,0.1359,0,1,427.55,4.08,2,4,5,87.74
CCCCOc1ccc(NC(=O)c2ccc(-c3ccc(OC(C)=O)cc3)o2)cc1,O=C(Nc1ccccc1)c1ccc(-c2ccccc2)o1,1,1.3158,20.6929,0.1848,0,0,393.44,5.3,1,5,8,77.77
CCCCCC#Cc1ccc2c(=O)n(Cc3ccccc3)ncc2c1,O=c1c2ccccc2cnn1Cc1ccccc1,1,1.316,20.7035,0.3049,0,1,330.43,4.38,0,2,5,34.89
COC(=O)C1Cc2ccccc2CN1CC(O)COc1cccc2ccc(C)nc12,c1ccc2c(c1)CCN(CCCOc1cccc3cccnc13)C2,1,1.3163,20.714,0.1724,0,1,406.48,2.88,1,6,6,71.89
COC(=O)C(=O)CC(C)c1oc(CC2CCN3C(=O)C4(C)CCC5CC=C6C7CC(C)(C)CCC7(C)CCC6(C)C5(C)CCC4C3(C)CC2)nc1OC,O=C1C2CCC3CC=C4C5CCCCC5CCC4C3CCC2C2CCC(Cc3ncco3)CCN12,1,1.3165,20.7246,0.1404,0,0,733.05,9.64,0,7,7,98.94
CC(=O)OCC12C(OC(C)=O)CC(C)C(C)(C(C)CC(O)C(C)C)C(=O)OC(C)(C13CO3)C13CC(C)(C)CC(O)C1C3(C)C1OC12,O=C1CCCCC2C3OC3C3C4CCCCC43C(O1)C21CO1,1,1.3165,20.7246,0.122,0,0,648.83,4.21,2,10,7,144.42
CCOC(=O)CC(C(=O)OCC)C(OCC)N1CC(=O)C1C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC12CC3CC(CC(C3)C1)C2,O=C1CNC1C(=O)NCC(=O)N1CCCC1C(=O)NC12CC3CC(CC(C3)C1)C2,1,1.3165,20.7246,0.1379,0,0,688.86,2.34,2,10,16,160.65
CC(C)C(O)CC(=O)CCCCCCCCC(=O)OC1C(O)CC2(C)C(CCC3(C)C2CCC2C4(C)CCC(O)C(C)(CO)C4CCC23C)C1(C)C,C1CCC2C(C1)CCC1C2CCC2C3CCCCC3CCC21,1,1.3165,20.7246,0.1121,0,0,731.11,8.81,4,7,14,124.29
COc1ccc2c(c1)C1CC(N3CCC4(C3)N(C)CC(C#N)C4(C#N)c3cc4c(ccc5ccccc54)s3)C(C2)C1C(=O)N1CC(C)(C)C1,O=C(C1C2CC(N3CCC4(C3)NCCC4c3cc4c(ccc5ccccc54)s3)C1Cc1ccccc12)N1CCC1,1,1.3165,20.7246,0.2034,0,0,669.89,6.57,0,7,4,83.6
CC(C)CC(=O)C1C2CCCC2CCC2CC(CC34CCC(NCc5ccc6c(n5)NC(=O)CS6)(CO3)O4)CC(C3=CCOC3)C21,O=C1CSc2ccc(CNC34CCC(CC5CC6CCC7CCCC7CC6C(C6=CCOC6)C5)(OC3)O4)nc2N1,1,1.3165,20.7246,0.0968,0,0,649.9,6.5,2,8,9,98.78
CC(=O)OCC1OC2CC3(OC2CC1(C)O)C1(C)CC(O)C2C(C)(O)CC(=O)C2(C)C1C1=CCC(=O)C(C)(CCc2ccsc2)C13C,O=C1CC=C2C3C4C(=O)CCC4CCC3C3(CC4OCCCC4O3)C2C1CCc1ccsc1,1,1.3165,20.7246,0.1172,0,0,670.87,4.34,3,10,5,139.59
COC(=O)c1ccc2c(c1)C1(C(=O)N2)N2CSCC2C(c2ccc(F)c([N+](=O)[O-])c2)C12C(=O)c1cccc3cccc2c13,O=C1c2cccc3cccc(c23)C12C(c1ccccc1)C1CSCN1C21C(=O)Nc2ccccc21,1,1.3165,20.7246,0.155,0,0,595.61,5.13,1,8,3,118.85
CCNC(=O)CCOc1ccc2c(C)cccc2c1C,c1ccc2ccccc2c1,1,1.3169,20.7437,0.1351,0,1,271.36,3.36,1,2,5,38.33
CC(C)(C)c1ccc(Oc2ccncc2S(N)(=O)=O)cc1,c1ccc(Oc2ccncc2)cc1,1,1.3169,20.7437,0.1467,0,1,306.39,2.82,1,4,3,82.28
CC(C)(C)OC(=O)Cc1ccccc1Oc1ccc(F)cc1Cl,c1ccc(Oc2ccccc2)cc1,1,1.3169,20.7437,0.2432,0,0,336.79,5.16,0,3,4,35.53
Cc1oc2ncnc(N3CCOCC3)c2c1C(=O)NCc1ccc(F)cc1,O=C(NCc1ccccc1)c1coc2ncnc(N3CCOCC3)c12,1,1.317,20.7474,0.1977,0,1,370.38,2.44,1,6,4,80.49
CCCCCCCCn1c(O)c(-c2c(Cl)ncn2C)sc1=S,S=c1[nH]cc(-c2cnc[nH]2)s1,1,1.3171,20.7546,0.1494,0,0,359.95,5.4,1,4,8,42.98
CCCCCCCCCCCCOc1ccc(C(C(=O)Nc2c(C(C)C)cccc2C(C)C)c2ccccc2)c(O)c1,O=C(Nc1ccccc1)C(c1ccccc1)c1ccccc1,1,1.3174,20.77,0.1957,0,0,571.85,10.71,2,3,18,58.56
CC(C)Cc1cc(N2CCC(N(O)C(=O)Nc3ccc(Br)c(C(F)(F)F)c3)C2)ccn1,O=C(Nc1ccccc1)NC1CCN(c2ccncc2)C1,1,1.3178,20.7861,0.1758,0,0,501.35,5.56,2,4,5,68.7
OC1(C(F)(F)F)c2ccccc2-c2cc(N3CCNCC3)ccc21,c1ccc2c(c1)Cc1ccc(N3CCNCC3)cc1-2,1,1.3178,20.789,0.2154,0,1,334.34,2.87,2,3,1,35.5
CC(CCN(C)CCN=c1cc[nH]c2cc(Cl)ccc12)N=c1cc[nH]c2cc(Cl)ccc12,c1ccc2c(=NCCCNCCN=c3cc[nH]c4ccccc34)cc[nH]c2c1,1,1.3185,20.8206,0.1048,0,0,468.43,5.17,2,3,7,59.54
Nc1ccc(F)cc1C(=O)CCCCOc1ccc(C2=NCCO2)cc1,O=C(CCCCOc1ccc(C2=NCCO2)cc1)c1ccccc1,1,1.3193,20.8578,0.186,0,1,356.4,3.62,1,5,8,73.91
COc1ccc(OC)c(N(CC(=O)NCc2ccco2)S(C)(=O)=O)c1,O=C(CNc1ccccc1)NCc1ccco1,1,1.3195,20.8677,0.1089,0,1,368.41,1.38,1,6,8,98.08
COc1ccc(Cl)cc1NC(=O)C(=O)NCCc1csc(-c2ccc(F)cc2)n1,O=C(NCCc1csc(-c2ccccc2)n1)C(=O)Nc1ccccc1,1,1.32,20.8935,0.2159,0,1,433.89,3.91,2,5,6,80.32
COc1ccc(N=c2[nH]c(N)c([N+](=O)[O-])c(=NCc3ccco3)[nH]2)cc1,c1ccc(N=c2[nH]ccc(=NCc3ccco3)[nH]2)cc1,1,1.3202,20.9015,0.1188,0,0,356.34,1.77,3,7,5,147.83
COC(=O)c1ccc(NC(=O)Cn2[nH]c(=N)c3cccnc32)cc1,N=c1[nH]n(CC(=O)Nc2ccccc2)c2ncccc12,1,1.3202,20.9015,0.1341,0,1,325.33,1.27,3,5,4,112.86
CCCc1c(OCCCCOc2ccccc2C=O)ccc2c(C(F)(F)F)nn(CC(C)C)c12,c1ccc(OCCCCOc2ccc3cn[nH]c3c2)cc1,1,1.3204,20.913,0.1584,0,0,476.54,6.71,0,4,12,53.35
O=C1COC2CN(Cc3cccnc3)CC2N1Cc1ccsc1,O=C1COC2CN(Cc3cccnc3)CC2N1Cc1ccsc1,1,1.3204,20.9132,0.1531,0,1,329.43,1.75,0,5,4,45.67
COc1cccc(N2CC3COCC3(CNS(C)(=O)=O)C2)n1,c1ccc(N2CC3COCC3C2)nc1,1,1.3204,20.9132,0.2436,0,1,327.41,0.09,1,6,5,80.76
O=C(C1=CC(c2ccccc2)CC(OCCCCO)O1)N1CCOCC1,O=C(C1=CC(c2ccccc2)CCO1)N1CCOCC1,1,1.3204,20.9132,0.2174,0,1,361.44,2.05,1,5,7,68.23
CCOc1cc(C2OCCn3c(-c4ccccc4)c4c(=O)n(C)c(=O)n(C)c4c32)ccc1OC,O=c1[nH]c(=O)c2c(-c3ccccc3)n3c(c2[nH]1)C(c1ccccc1)OCC3,1,1.321,20.9402,0.1402,0,1,461.52,3.23,0,5,5,76.62
COc1ccc(CNC(=O)COC(=O)c2ccccc2OCC(=O)Nc2ccccc2Br)cc1,O=C(COC(=O)c1ccccc1OCC(=O)Nc1ccccc1)NCc1ccccc1,1,1.3211,20.9455,0.1264,0,0,527.37,3.95,2,6,10,102.96
CCCC1=C(SCC(=O)OCC)C(C(=O)OCC)C(c2ccccc2)C1C(=O)O,C1=CCC(c2ccccc2)C1,1,1.3212,20.9498,0.1758,0,1,420.53,4.01,1,6,10,89.9
CCCCCCCCCCC[S+]([O-])c1sc(S(N)(=O)=O)cc1[N+](=O)[O-],c1ccsc1,1,1.3212,20.9498,0.2222,0,0,410.58,3.94,1,6,13,126.36
CCCCCCCCCCOc1ccc2c(=O)c(C(=O)CC(=O)C(=O)OCC)coc2c1,O=c1ccoc2ccccc12,1,1.3212,20.9529,0.1978,0,0,444.52,5.02,0,7,15,99.88
COc1ccc(N2CCc3[nH]c(N4CCCN(C)CC4)nc(=Nc4ccc(C(F)(F)F)cc4)c3C2)c(C)c1,c1ccc(N=c2nc(N3CCCNCC3)[nH]c3c2CN(c2ccccc2)CC3)cc1,1,1.3218,20.9808,0.1346,0,0,526.61,4.68,1,6,4,59.99
CC(=O)c1ccc(N2CCN(C(=O)c3cc(S(=O)(=O)N4CCCC4)cn3C)CC2)cc1,O=C(c1cc(S(=O)(=O)N2CCCC2)c[nH]1)N1CCN(c2ccccc2)CC1,1,1.3222,20.9976,0.2198,0,1,444.56,1.97,0,5,5,82.93
COc1cc(C(=O)NCCCCCCCCCCN=c2c3c([nH]c4cc(Cl)ccc24)CCCC3)cc(OC)c1OC,O=C(NCCCCCCCCCCN=c1c2c([nH]c3ccccc13)CCCC2)c1ccccc1,1,1.3223,21.0056,0.1453,0,0,582.19,7.18,2,5,15,84.94
CCCCCCCCCCCCCCCCc1c(OC)cc(C(=O)O)nc1-c1ccc(OCC2CC2)c(OC)c1,c1ccc(-c2ccc(OCC3CC3)cc2)nc1,1,1.3223,21.0056,0.1957,0,0,553.78,9.28,1,5,22,77.88
Fc1ccc(N2CCC3c4cnc5cccn5c4OC32)cc1F,c1ccc(N2CCC3c4cnc5cccn5c4OC32)cc1,1,1.3224,21.008,0.1558,0,1,313.31,3.32,0,3,1,29.77
OCC1Cc2c([nH]c3ccccc23)C(c2ccc(-c3ccc4ccccc4c3)cc2)=N1,c1ccc2cc(-c3ccc(C4=NCCc5c4[nH]c4ccccc54)cc3)ccc2c1,1,1.3224,21.008,0.163,0,0,402.5,5.74,2,2,3,48.38
CC1(c2ccc3c(c2)OCO3)CC(=O)N2Cc3ccccc3-n3cccc3C21,O=C1CC(c2ccc3c(c2)OCO3)C2c3cccn3-c3ccccc3CN12,1,1.3224,21.008,0.1837,0,1,372.42,3.95,0,3,1,43.7
O=c1oc(-c2ccccc2)nc2c1-c1ccccc1CC21CCCC1,O=c1oc(-c2ccccc2)nc2c1-c1ccccc1CC21CCCC1,1,1.3224,21.008,0.1549,0,1,329.4,4.74,0,3,1,43.1
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N1CCC1Cc1ccccc1,O=C(Nc1ccccc1)N1CCC1Cc1ccccc1,1,1.3224,21.0089,0.2088,0,0,368.79,5.21,1,1,3,32.34
CC1CC(C)NC(N(C(=O)c2ccc(C(F)(F)F)cc2)c2ccc(F)cc2)=N1,O=C(c1ccccc1)N(C1=NCCCN1)c1ccccc1,1,1.3224,21.0089,0.1807,0,1,393.38,4.62,1,3,2,44.7
Cc1cc(C)c(C(=O)NC(Cc2cccc(Oc3ccccc3)c2)C(=O)O)c(C)c1,O=C(NCCc1cccc(Oc2ccccc2)c1)c1ccccc1,1,1.3229,21.0305,0.1648,0,1,403.48,4.83,2,3,7,75.63
c1cn(-c2ccc(CN3CC4(CCOC4)C3)cc2)cn1,c1cn(-c2ccc(CN3CC4(CCOC4)C3)cc2)cn1,1,1.3233,21.0513,0.2169,0,1,269.35,2.09,0,3,3,30.29
Cc1ccc(-c2nc3ccccc3c(=NC(C)Cc3ccc([S+](C)[O-])cc3)[nH]2)cc1,c1ccc(CCN=c2[nH]c(-c3ccccc3)nc3ccccc23)cc1,1,1.3234,21.0594,0.13,0,1,415.56,4.81,1,3,5,64.1
O=c1c(C=Cc2ccc[nH]2)coc2ccccc12,O=c1c(C=Cc2ccc[nH]2)coc2ccccc12,1,1.3241,21.0904,0.1042,0,1,237.26,3.29,1,2,2,46.0
C=c1cc(C)[nH]c1=Cc1c(O)[nH]c2ccc(C(=O)O)cc12,C=c1cc[nH]c1=Cc1c[nH]c2ccccc12,1,1.3241,21.0904,0.119,0,1,282.3,1.45,4,2,2,89.11
O=C1NC(=O)C(C#Cc2ccc(N3CC4CC4C3)c(C(F)(F)F)c2)(C(F)(F)F)N1,O=C1NC(=O)C(C#Cc2ccc(N3CC4CC4C3)cc2)N1,1,1.3242,21.0979,0.1538,0,1,417.31,2.65,2,3,1,61.44
CCOC(=O)C1=C(c2cc(Cl)c(OC)c(Cl)c2)N=C(C)C(C#N)C1c1ccccc1C(F)(F)F,C1=NC(c2ccccc2)=CC(c2ccccc2)C1,1,1.3242,21.0979,0.1443,0,0,511.33,6.69,0,5,5,71.68
Cn1cc(CCC(=O)N2CCCC(n3cnc4ccccc43)C2)cn1,O=C(CCc1cn[nH]c1)N1CCCC(n2cnc3ccccc32)C1,1,1.3247,21.1227,0.2083,0,1,337.43,2.57,0,3,4,55.95
CCCCCn1c(CCCNC(=O)C2CCCCC2)nc2ccccc21,O=C(NCCCc1nc2ccccc2[nH]1)C1CCCCC1,1,1.3247,21.1227,0.1848,0,1,355.53,4.86,1,2,9,46.92
CC(=Cc1ccccc1)C(=O)N1CCCC1C(=O)Nc1ccc(O)c2cccnc12,O=C(Nc1cccc2cccnc12)C1CCCN1C(=O)C=Cc1ccccc1,1,1.3248,21.1275,0.1596,0,1,401.47,3.97,2,4,4,82.53
Cc1n[nH]c(C)c1-c1ccc2c3c([nH]c2c1)CCCC3,c1cc2c3c([nH]c2cc1-c1cn[nH]c1)CCCC3,1,1.3254,21.1555,0.125,0,1,265.36,4.05,2,1,1,44.47
CCCCCCCN(C)C(=O)Cc1sc(=NCc2ccccc2F)[nH]c1-c1cccnc1,c1ccc(CN=c2[nH]c(-c3cccnc3)cs2)cc1,1,1.3255,21.1595,0.1964,0,0,454.62,5.35,1,4,11,61.35
CN1CCc2c([nH]c3ccccc23)C12C(=O)Nc1cc(Cl)cc(Cl)c12,O=C1Nc2ccccc2C12NCCc1c2[nH]c2ccccc12,1,1.3259,21.1764,0.202,0,1,372.26,4.16,2,2,0,48.13
CS(=O)(=O)c1cccc(OCc2cc(N3CCC(N4CCC(O)C4)C3)ccc2N2CC(F)(F)C2)c1,c1ccc(OCc2cc(N3CCC(N4CCCC4)C3)ccc2N2CCC2)cc1,1,1.3259,21.1774,0.1759,0,0,507.6,2.77,1,7,7,73.32
CCCc1nn(C)c2c(=O)nc(C3CCN(C(=O)c4cncnc4-c4ccccc4F)CC3)[nH]c12,O=C(c1cncnc1-c1ccccc1)N1CCC(c2nc(=O)c3[nH]ncc3[nH]2)CC1,1,1.3263,21.1983,0.2051,0,1,475.53,3.23,1,6,5,109.66
Oc1ccc(Cl)cc1CN1CCCC(N2CCN(c3cccc(C(F)(F)F)c3)CC2)C1,c1ccc(CN2CCCC(N3CCN(c4ccccc4)CC3)C2)cc1,1,1.3264,21.2039,0.1584,0,1,453.94,4.85,1,4,4,29.95
CCc1ccccc1-n1nc(C(N)=O)c2c(=N)[nH]ccc21,N=c1[nH]ccc2c1cnn2-c1ccccc1,1,1.3264,21.2055,0.1753,0,1,281.32,1.49,3,3,3,100.55
Cc1[nH]c2ccccc2c1C=NNC(=O)c1ccc[nH]1,O=C(NN=Cc1c[nH]c2ccccc12)c1ccc[nH]1,1,1.3264,21.2055,0.1649,0,1,266.3,2.57,3,2,3,73.04
CCc1cccc2c(C(=O)C(=O)N=c3cccc(C)[nH]3)c[nH]c12,O=C(N=c1cccc[nH]1)C(=O)c1c[nH]c2ccccc12,1,1.3264,21.2055,0.1753,0,1,307.35,2.68,2,2,3,78.08
CCCCn1cc2c(=O)[nH]c(=NC(=O)Nc3ccccc3)[nH]c2n1,O=C(N=c1[nH]c(=O)c2c[nH]nc2[nH]1)Nc1ccccc1,1,1.3264,21.2055,0.2,0,1,326.36,1.99,3,3,4,107.93
Cc1ccccc1CNC(=O)C1=C(c2ccccc2C(F)(F)F)C(C)N(C)C1,O=C(NCc1ccccc1)C1=C(c2ccccc2)CNC1,1,1.3265,21.2084,0.1562,0,1,388.43,4.42,1,2,4,32.34
Cc1ccc(-n2nc(C)c3c2N=C2CCCC(=O)C2C3c2ccc(Cl)cc2Cl)cc1,O=C1CCCC2=Nc3c(cnn3-c3ccccc3)C(c3ccccc3)C12,1,1.3266,21.2142,0.1183,0,0,438.36,6.38,0,3,2,47.25
CCCCCCCCCCOc1c(Cl)cc(C(=O)c2ccc(OCC(=O)O)cc2Br)cc1Cl,O=C(c1ccccc1)c1ccccc1,1,1.3268,21.225,0.191,0,0,560.31,7.97,1,4,15,72.83
O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)c(O)c1,O=C(C=Cc1ccccc1)c1ccccc1,1,1.328,21.2803,0.1098,0,1,272.26,2.41,4,5,3,97.99
O=[N+]([O-])c1cc2c(cc1CNc1cc(O)cc(O)c1)OCO2,c1ccc(NCc2ccc3c(c2)OCO3)cc1,1,1.328,21.2803,0.2619,0,1,304.26,2.35,3,7,4,114.09
CC=CC=CC=Cc1oc2cc(O)cc(O)c2c1O,c1ccc2occc2c1,1,1.328,21.2803,0.0685,0,1,258.27,3.7,3,4,3,73.83
O=C(CSc1nc(=O)cc(O)n1-c1ccc(O)cc1)NC1CCCCC1,O=C(CSc1nc(=O)ccn1-c1ccccc1)NC1CCCCC1,1,1.328,21.2803,0.134,0,1,375.45,2.18,3,6,5,104.45
COc1cc(C=Cc2c(Br)c(O)cc(O)c2Br)ccc1O,C(=Cc1ccccc1)c1ccccc1,1,1.328,21.2803,0.1159,0,1,416.07,4.51,3,4,3,69.92
COc1ccc2cc(O)c3c(c2c1)Oc1cccc(O)c1O3,c1ccc2c(c1)Oc1ccc3ccccc3c1O2,1,1.328,21.2803,0.137,0,1,296.28,4.16,2,5,1,68.15
COc1cc(C=Cc2cccs2)cc(NC(C)(C)c2ccccc2)c1O,C(=Cc1cccs1)c1cccc(NCc2ccccc2)c1,1,1.328,21.2803,0.1512,0,0,365.5,5.98,2,4,6,41.49
N=C(N)c1ccc2[nH]c(-c3ccc(O)c(O)c3)nc2c1,c1ccc(-c2nc3ccccc3[nH]2)cc1,1,1.328,21.2803,0.1282,0,1,268.28,1.93,5,4,2,119.01
CCCc1cc(Oc2c(C=CC(=O)OCC)c(=O)n(C)c(=O)n2C)ccc1O,O=c1cc(Oc2ccccc2)[nH]c(=O)[nH]1,1,1.328,21.2803,0.1389,0,1,388.42,2.11,1,6,7,99.76
COc1cc(C=CCOC(=O)c2cc(O)c(O)c(O)c2)ccc1O,O=C(OCC=Cc1ccccc1)c1ccccc1,1,1.328,21.2803,0.1098,0,1,332.31,2.39,4,7,5,116.45
CC(=O)c1c[nH]c2ccc(-c3cc(F)c(O)c(Cl)c3)cc2c1=NC1CCOCC1,c1ccc(-c2ccc3[nH]ccc(=NC4CCOCC4)c3c2)cc1,1,1.328,21.2803,0.1429,0,1,414.86,4.62,2,4,3,74.68
CCN(CC)CCOc1ccc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,O=c1cc(-c2ccccc2)oc2ccccc12,1,1.328,21.2803,0.1124,0,1,385.42,3.3,3,7,7,103.37
CCC(=O)c1cc(CC=C(C)C)c2oc(=O)cc(-c3cccc(O)c3)c2c1O,O=c1cc(-c2ccccc2)c2ccccc2o1,1,1.328,21.2803,0.1154,0,1,378.42,4.97,2,5,5,87.74
CCOc1cc(C(=O)c2c(O)cn(C(C)C)c2O)ccc1O,O=C(c1ccccc1)c1cc[nH]c1,1,1.328,21.2803,0.1429,0,1,305.33,2.82,3,5,5,91.92
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccccc2)oc2ccccc12,1,1.328,21.2803,0.12,0,1,254.24,2.87,2,4,1,70.67
Cc1c(-c2ccc(O)cc2)nc2sc(C(=O)OC(C)C)c(N)c2c1C,c1ccc(-c2ccc3ccsc3n2)cc1,1,1.328,21.2803,0.1294,0,1,356.45,4.43,2,6,3,85.44
CC1(C)C=Cc2c(c(O)c3oc4ccccc4c(=O)c3c2O)O1,O=c1c2ccccc2oc2cc3c(cc12)C=CCO3,1,1.328,21.2803,0.1078,0,1,310.31,3.54,2,5,0,79.9
CCNc1ccc(CC(=O)O)cc1-c1ncc(-c2cc3c(O)cc(O)cc3s2)[nH]1,c1ccc(-c2ncc(-c3cc4ccccc4s3)[nH]2)cc1,1,1.328,21.2803,0.1416,0,1,409.47,4.43,5,6,6,118.47
O=C(C=Cc1ccc(O)c(O)c1)N1CCC(Cc2ccc(O)cc2)CC1,O=C(C=Cc1ccccc1)N1CCC(Cc2ccccc2)CC1,1,1.328,21.2803,0.1538,0,1,353.42,3.3,3,4,4,81.0
O=C1c2c(O)cccc2OC(c2ccc(O)cc2)C1O,O=C1CC(c2ccccc2)Oc2ccccc21,1,1.328,21.2803,0.0986,0,1,272.26,1.78,3,5,1,86.99
O=C1C=CC(c2c(Cl)c(O)c3c(O)ccc(O)c3c2O)=CC1=O,O=C1C=CC(c2ccc3ccccc3c2)=CC1=O,1,1.328,21.2803,0.0704,0,1,332.7,2.41,4,6,1,115.06
COC(=O)c1c(-c2ccc(F)cc2)[nH]c2cc(O)cc(O)c12,c1ccc(-c2cc3ccccc3[nH]2)cc1,1,1.328,21.2803,0.2329,0,1,301.27,3.17,3,4,2,82.55
CCC(=O)c1c(O)c(O)cc(O)c1-c1ccc(O)c(O)c1,c1ccc(-c2ccccc2)cc1,1,1.328,21.2803,0.137,0,1,290.27,2.47,5,6,3,118.22
COc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(C(=O)c2ccccc2)CC1,O=C(c1ccccc1)N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,1,1.3284,21.3007,0.1978,0,1,482.54,3.12,1,5,5,95.6
CN1CCC23CN(C(=O)C4CCCCC4)CC(C2C1)C1(CO1)c1ccc(O)cc13,O=C(C1CCCCC1)N1CC2C3CNCCC3(C1)c1ccccc1C21CO1,1,1.3288,21.3183,0.1837,0,1,396.53,2.86,1,4,1,56.31
