rank,canonical_smiles,SMILES_state,NLL,pred_logIC50_uM,pred_ic50_uM,pred_pIC50,pred_cLogP,pred_logS_ESOL,pred_Solubility_ESOL_mol_per_L,pred_Solubility_ESOL_class,pred_MetStab_Clearance_Microsome_AZ,pred_MetStab_Clearance_Hepatocyte_AZ,pred_MetStab_Half_Life_Obach,passes_optimal,pred_pIC50_uncertainty,source_file,source_family,source_mode,Input_SMILES,Tanimoto,clogp_score_individual,solubility_score_individual,microsome_stability_score,hepatocyte_stability_score,half_life_stability_score,metabolic_stability_ensemble_score,qikprop_star_count,qikprop_clogp,qikprop_logS,qikprop_metab_sites,qikprop_human_oral_absorption_class,qikprop_percent_human_oral_absorption,qikprop_caco2,qikprop_status,clogp_score_qikprop,solubility_score_qikprop,clogp_ensemble_value,solubility_ensemble_value,clogp_ensemble_score,solubility_ensemble_score,clogp_uncertainty,solubility_uncertainty,metstab_uncertainty,adme_ensemble_uncertainty,adme_individual_score,adme_ensemble_score,passes_metabolic_stability,passes_adme_individual,passes_adme_ensemble,triage_score,murcko_scaffold,scaffold_bucket
49,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(C1)CN(c1cncc(C#Cc3ccncc3)c1)C2,1,9.01,-0.0718092861566158,0.8475995429277765,6.071809286156616,2.6552000000000007,-5.024958322182208,9.441514790609044e-06,Moderately Soluble,25.4436,11.175978,58.27005,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7543859649122807,0.6758399999999994,0.743760419454448,0.81826,0.9301501375,0.728375625,0.8220198984727223,,,,,,,,not_run,0.0,1.0,2.6552000000000007,-6.461914161091105,0.3379199999999997,0.6922607298636119,0.3379199999999997,0.3990360553596956,0.21730576266873275,0.31808727267614273,0.7512920642527007,0.6201451418549917,1,1,0,0.8146152749754125,O=C(c1ccccc1)N1CC2(C1)CN(c1cncc(C#Cc3ccncc3)c1)C2,O=C(c1ccccc1)N1CC2(C1)CN(c1cncc(C#Cc3ccncc3)c1)C2
50,COCC#Cc1cncc(N2CCC3(CCN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,10.0,-0.0718092861566158,0.8475995429277765,6.071809286156616,2.6385000000000005,-4.907417437518596,1.237606445393217e-05,Moderately Soluble,34.80134,13.143094,34.21292,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.7130434782608696,0.6891999999999996,0.773145640620351,0.7514190000000001,0.9178556625,0.42766149999999997,0.7912410004685175,,,,,,,,not_run,0.0,1.0,2.6385000000000005,-6.3741672187592995,0.3445999999999998,0.7032290976550876,0.3445999999999998,0.3940847748298139,0.21406174151362473,0.31758217211447953,0.7510028103424946,0.6129136746011788,0,0,0,0.8144272599337787,O=C(c1ccccc1)N1CCC2(CCN(c3cccnc3)C2)C1,O=C(c1ccccc1)N1CCC2(CCN(c3cccnc3)C2)C1
51,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(C1)CN(c1cncc(C#Cc3ccccn3)c1)C2,1,9.09,-0.0718092861566158,0.8475995429277765,6.071809286156616,2.6552000000000007,-5.024958322182208,9.441514790609044e-06,Moderately Soluble,31.316748,16.522306,58.378925,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7391304347826086,0.6758399999999994,0.743760419454448,0.7763089428571428,0.8967355875,0.7297365625000001,0.8159621717539723,,,,,,,,not_run,0.0,1.0,2.6552000000000007,-6.461914161091105,0.3379199999999997,0.6922607298636119,0.3379199999999997,0.3990360553596956,0.21732447219239265,0.31809350918402934,0.7488689735652008,0.6177220511674918,1,1,0,0.8130402660285376,O=C(c1ccccc1)N1CC2(C1)CN(c1cncc(C#Cc3ccccn3)c1)C2,O=C(c1ccccc1)N1CC2(C1)CN(c1cncc(C#Cc3ccccn3)c1)C2
52,COc1ncc(C(=O)N2CC3(CCN(c4cncc(C#CC(C)C)c4)C3)C2)cn1,1,7.12,0.6445794579836426,4.411430667307849,5.355420542016358,2.2402,-4.155481881909665,6.99065900095756e-05,Moderately Soluble,33.68574,35.09379,13.825183,0,0.0,nitro_bioisostere_campaign/mol2mol_scaffold_generic/plain/mol2mol_scaffold_generic_plain_generated_scored.csv,nitro_bioisostere_campaign,mol2mol_scaffold_generic,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.4296875,0.9921600000000002,0.9611295295225837,0.7593875714285714,0.7806638125,0.1728147875,0.7772420938198792,,,,,,,,not_run,0.0,1.0,2.2401999999999997,-5.535470940954834,0.49607999999999997,0.8080661323806457,0.49607999999999997,0.3104032311135152,0.16026309849787815,0.3222487765371311,0.8984352199085976,0.6865413706231132,0,0,0,0.8125499538686126,O=C(c1cncnc1)N1CC2(CCN(c3cccnc3)C2)C1,O=C(c1cncnc1)N1CC2(CCN(c3cccnc3)C2)C1
53,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(C1)CN(c1cncc(C#Cc3cccnc3)c1)C2,1,8.31,-0.0718092861566158,0.8475995429277765,6.071809286156616,2.6552000000000007,-5.024958322182208,9.441514790609044e-06,Moderately Soluble,26.726923,12.611603,49.185448,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7543859649122807,0.6758399999999994,0.743760419454448,0.8090934071428572,0.92117748125,0.6148181,0.8106085889414724,,,,,,,,not_run,0.0,1.0,2.6552000000000007,-6.461914161091105,0.3379199999999997,0.6922607298636119,0.3379199999999997,0.3990360553596956,0.2173673557616437,0.318107803707113,0.7467275404402007,0.6155806180424919,1,1,0,0.8116483344972876,O=C(c1ccccc1)N1CC2(C1)CN(c1cncc(C#Cc3cccnc3)c1)C2,O=C(c1ccccc1)N1CC2(C1)CN(c1cncc(C#Cc3cccnc3)c1)C2
54,COc1ncc(C(=O)N2CC3(CCN(c4cncc(C(F)(F)F)c4)C3)C2)cn1,1,9.87,0.6663928841638017,4.638663663276124,5.333607115836198,2.2515,-4.182688732836463,6.566157067344721e-05,Moderately Soluble,24.22052,21.234812,9.307765,0,0.0,nitro_bioisostere_campaign/mol2mol_scaffold_generic/plain/mol2mol_scaffold_generic_plain_generated_scored.csv,nitro_bioisostere_campaign,mol2mol_scaffold_generic,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.366412213740458,0.9987999999999999,0.9543278167908842,0.8269962857142856,0.867282425,0.11634706249999999,0.7832785531832941,,,,,,,,not_run,0.0,1.0,2.2515,-5.563545866418233,0.49939999999999996,0.8045567666977209,0.49939999999999996,0.31270514574238056,0.1607279857582391,0.32427771050020654,0.9014733754710387,0.6892406129477479,0,0,0,0.8115496183933257,O=C(c1cncnc1)N1CC2(CCN(c3cccnc3)C2)C1,O=C(c1cncnc1)N1CC2(CCN(c3cccnc3)C2)C1
55,CCC1CC2(CN(C(=O)c3ccc4c(c3)OCO4)C2)CN1c1ccc(C#CCO)cn1,1,10.54,0.5576247392552037,3.610977141714382,5.442375260744797,2.285200000000001,-4.362706398993401,4.338040487322523e-05,Moderately Soluble,44.58579,38.09072,24.56039,0,0.0,nitro_bioisostere_campaign/mol2mol_scaffold_generic/plain/mol2mol_scaffold_generic_plain_generated_scored.csv,nitro_bioisostere_campaign,mol2mol_scaffold_generic,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,0.381294964028777,0.9718399999999991,0.9093234002516497,0.6815300714285715,0.761933,0.307004875,0.7765767028250823,,,,,,,,not_run,0.0,1.0,2.2852000000000006,-5.813974199496702,0.4859199999999997,0.7732532250629123,0.4859199999999997,0.3423918363420383,0.16803406134633664,0.3321152992294582,0.8781055311929451,0.674015987395761,0,0,0,0.8111954238209348,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3ccccn3)C2)C1,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3ccccn3)C2)C1
56,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cncc(C#CCN4CCC4)c3)C2)C1,1,9.66,0.5576247392552037,3.610977141714382,5.442375260744797,2.22,-4.382124334003657,4.14835262601337e-05,Moderately Soluble,36.25431,37.150208,24.405628,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,0.7181818181818181,0.9760000000000002,0.9044689164990858,0.7410406428571429,0.7678112,0.30507035,0.7753864976999543,,,,,,,,not_run,0.0,1.0,2.2199999999999998,-5.89740016700183,0.488,0.7628249791247712,0.488,0.3577763157222678,0.1568169084183081,0.334197741380192,0.8778718282047533,0.6716608438611744,0,0,0,0.8110435168786101,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cncc(C#CCN4CCC4)c3)C2)C1,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cncc(C#CCN4CCC4)c3)C2)C1
57,COc1cc2[nH]ccc2cc1C(=O)N1CC2(CCN(c3cncc(C#CCO)c3)C2)C1,1,9.82,0.6722779474480751,4.70194935984881,5.327722052551925,2.2678000000000003,-4.37120946348944,4.2539319331707074e-05,Moderately Soluble,26.074762,16.14883,40.606213,1,0.0,nitro_bioisostere_campaign/mol2mol_similarity/reinforcement_learning/mol2mol_similarity_rl_generated_scored.csv,nitro_bioisostere_campaign,mol2mol_similarity,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,0.4769230769230769,0.9857599999999997,0.90719763412764,0.8137517000000001,0.8990698125,0.5075776624999999,0.822480811862632,,,,,,,,not_run,0.0,1.0,2.2678000000000003,-5.785600731744721,0.4928799999999999,0.7767999085319099,0.4928799999999999,0.33516263059522805,0.1688727290492358,0.3323051198814879,0.9008077332769626,0.6957003018780302,1,1,1,0.8103142862701205,O=C(c1ccc2[nH]ccc2c1)N1CC2(CCN(c3cccnc3)C2)C1,O=C(c1ccc2[nH]ccc2c1)N1CC2(CCN(c3cccnc3)C2)C1
58,COc1ncc(C(=O)N2CC3(CCN(c4cncc(C#CC(C)(C)O)c4)C3)C2)cc1C,1,10.73,0.6445794579836426,4.411430667307849,5.355420542016358,2.2685200000000005,-4.357160806554986,4.393788961495888e-05,Moderately Soluble,17.039904,13.5758915,18.166452,0,0.0,nitro_bioisostere_campaign/mol2mol_scaffold_generic/plain/mol2mol_scaffold_generic_plain_generated_scored.csv,nitro_bioisostere_campaign,mol2mol_scaffold_generic,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.4384615384615384,0.9851839999999996,0.9107097983612535,0.8782864,0.9151506781250001,0.22708065,0.8027210326524375,,,,,,,,not_run,0.0,1.0,2.2685200000000005,-5.807316403277495,0.4925919999999998,0.7740854495903131,0.4925919999999998,0.3416937383042912,0.16774685957388188,0.33401086595939095,0.8935802626512883,0.6870169754585532,0,0,0,0.8093942316513616,O=C(c1cccnc1)N1CC2(CCN(c3cccnc3)C2)C1,O=C(c1cccnc1)N1CC2(CCN(c3cccnc3)C2)C1
59,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cnnc(C#Cc4ccccc4)n3)C2)C1,1,9.86,0.2882706748059049,1.9420959151972943,5.711729325194095,2.4403000000000006,-4.958790806783569,1.0995353417764655e-05,Moderately Soluble,28.032166,9.827078,50.329037,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7435897435897436,0.8477599999999995,0.7603022983041077,0.7997702428571428,0.9385807625,0.6291129625,0.8239209525714553,,,,,,,,not_run,0.0,1.0,2.4403000000000006,-6.440487903391787,0.42387999999999976,0.6949390120760267,0.42387999999999976,0.4020811830883022,0.19850212219149627,0.3414877684265994,0.8163599556046088,0.6516611340475886,1,1,0,0.8077980424501561,O=C(c1ccccc1)N1CC2(CCN(c3cnnc(C#Cc4ccccc4)n3)C2)C1,O=C(c1ccccc1)N1CC2(CCN(c3cnnc(C#Cc4ccccc4)n3)C2)C1
60,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3ncnc(C#Cc4ccccc4)n3)C2)C1,1,8.77,0.2882706748059049,1.9420959151972943,5.711729325194095,2.4403000000000006,-4.958790806783569,1.0995353417764655e-05,Moderately Soluble,34.12383,15.870913,54.68336,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7288135593220338,0.8477599999999995,0.7603022983041077,0.7562583571428572,0.90080679375,0.683542,0.8220431556964554,,,,,,,,not_run,0.0,1.0,2.4403000000000006,-6.440487903391787,0.42387999999999976,0.6949390120760267,0.42387999999999976,0.4020811830883022,0.1985287582866837,0.3414966471249952,0.8156088368546088,0.6509100152975887,1,1,0,0.8073098152626561,O=C(c1ccccc1)N1CC2(CCN(c3ncnc(C#Cc4ccccc4)n3)C2)C1,O=C(c1ccccc1)N1CC2(CCN(c3ncnc(C#Cc4ccccc4)n3)C2)C1
61,O=C(C#Cc1ccccc1)N1CCC2(C1)CN(C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C2,1,9.22,0.6583228094895442,4.553263768193113,5.341677190510456,2.2292,-4.414741884983272,3.848204251057069e-05,Moderately Soluble,30.46397,20.406445,28.013388,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.6754385964912281,0.98336,0.896314528754182,0.7824002142857143,0.87245971875,0.35016735,0.810389867218959,,,,,,,,not_run,0.0,1.0,2.2291999999999996,-5.8364989424916365,0.4916799999999999,0.7704376321885454,0.4916799999999999,0.34039303172313234,0.17148085851828943,0.3345179634138072,0.8924105790761292,0.68885335493472,0,0,0,0.8067594794771574,O=C(C#Cc1ccccc1)N1CCC2(C1)CN(C(=O)c1ccccc1)C2,O=C(C#Cc1ccccc1)N1CCC2(C1)CN(C(=O)c1ccccc1)C2
62,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3nncc(C#Cc4ccccc4)n3)C2)C1,1,7.74,0.2882706748059049,1.9420959151972943,5.711729325194095,2.4403000000000006,-4.958790806783569,1.0995353417764655e-05,Moderately Soluble,32.13465,11.691302,49.056915,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7435897435897436,0.8477599999999995,0.7603022983041077,0.7704667857142857,0.9269293624999999,0.6132114375,0.8190916616339554,,,,,,,,not_run,0.0,1.0,2.4403000000000006,-6.440487903391787,0.42387999999999976,0.6949390120760267,0.42387999999999976,0.4020811830883022,0.1985773466627557,0.3415128432503525,0.8144282392296089,0.6497294176725887,1,1,0,0.8065424268064061,O=C(c1ccccc1)N1CC2(CCN(c3nncc(C#Cc4ccccc4)n3)C2)C1,O=C(c1ccccc1)N1CC2(CCN(c3nncc(C#Cc4ccccc4)n3)C2)C1
63,O=C(N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1)C1(O)CC1,1,9.19,0.6051538950805847,4.028597650189412,5.394846104919416,2.045,-3.9012823197420192,0.000125521372762,Soluble,23.988655,29.739365,49.02876,1,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7052631578947368,0.836,1.0,0.8286524642857143,0.81412896875,0.6128595,0.8428190655344747,,,,,,,,not_run,0.0,1.0,2.045,-5.268747159871011,0.418,0.8352367499999999,0.418,0.28537832022017307,0.14066574573572807,0.2813480219853004,0.8797276262137899,0.6922368137137899,1,1,1,0.8057672766259398,O=C(C1CC1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,O=C(C1CC1)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1
64,COc1c(N2CCC(C(C)(C)O)C2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1,26.09,0.7444018432196235,5.551391335350835,5.255598156780376,2.2226,-4.172188368654264,6.72684826144714e-05,Moderately Soluble,-1.2936577,6.6539407,4.768758,0,0.0,reinvent/plain/reinvent_plain_generated_scored.csv,reinvent,plain,,,0.97808,0.956952907836434,1.0,0.958412870625,0.05960947499999997,0.8138144397511967,,,,,,,,not_run,0.0,1.0,2.2226,-5.529057184327133,0.48904,0.8088678519591083,0.48904,0.3067012450769838,0.1660988823159711,0.32061337579765165,0.9070920028595871,0.6989067388902558,0,0,0,0.8045620721320914,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12,O=c1ccn(C2CC2)c2cc(N3CCCC3)ccc12
65,COCC#Cc1cncc(N2CCCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,1,9.82,-0.0212285005872582,0.952294989756517,6.021228500587259,2.6385000000000005,-4.907417437518596,1.237606445393217e-05,Moderately Soluble,40.767914,19.989595,29.510601,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)C3)C2)c1,0.7345132743362832,0.6891999999999996,0.773145640620351,0.7088006142857143,0.87506503125,0.36888251250000004,0.7791594329685175,,,,,,,,not_run,0.0,1.0,2.6385000000000005,-6.3741672187592995,0.3445999999999998,0.7032290976550876,0.3445999999999998,0.3940847748298139,0.21448929799497457,0.3177246909415961,0.7461701833424946,0.6080810476011789,0,0,0,0.804387331169621,O=C(c1ccccc1)N1CC2(CCCN(c3cccnc3)C2)C1,O=C(c1ccccc1)N1CC2(CCCN(c3cccnc3)C2)C1
66,O=C(c1cc2c(cc1F)OCO2)N1CC2(CCN(c3ccncc3)C2)C1,1,10.31,0.6269673212607438,4.236110899890319,5.373032678739256,2.3019,-3.9862451693939023,0.0001032178552322,Soluble,44.306217,46.469032,0.17283973,0,0.0,nitro_bioisostere_campaign/mol2mol_scaffold/plain/mol2mol_scaffold_plain_generated_scored.csv,nitro_bioisostere_campaign,mol2mol_scaffold,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,0.4833333333333333,0.9584800000000001,1.0,0.6835270214285715,0.70956855,0.002160496625000008,0.7415656719622638,,,,,,,,not_run,0.0,1.0,2.3019,-5.276009084696952,0.47924000000000005,0.8396391874999999,0.47924000000000005,0.2777530747930265,0.15951656495392652,0.3055032132489844,0.8820942687849056,0.6742700656599054,0,0,0,0.8043304577062913,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3ccncc3)C2)C1,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3ccncc3)C2)C1
67,CC(O)C#Cc1cncc(N2CCC3(CN(C(=O)OC(C)(C)C)C3)C2)c1,1,9.73,0.7933280884039415,6.213382478652199,5.206671911596058,2.2611,-3.874861351054825,0.000133394722817,Soluble,30.73615,22.67742,15.184194,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)C1,0.7012987012987013,0.9911200000000001,1.0,0.7804560714285715,0.858266125,0.189802425,0.7987127484243146,,,,,,,,not_run,0.0,1.0,2.2611,-5.205107175527414,0.49556000000000006,0.8415404374999998,0.49556000000000006,0.27446001319513624,0.16300874549502042,0.3110095862300522,0.9163770993697258,0.7033162087447258,0,0,0,0.8039243266700854,c1cncc(N2CCC3(CNC3)C2)c1,c1cncc(N2CCC3(CNC3)C2)c1
68,COc1ccc(NC(=O)N2CC3(CCN(c4cncc(C#CCO)c4)C3)C2)cc1,1,9.65,0.7139220399891828,5.175139249156543,5.286077960010817,2.1782000000000004,-4.116006159482016,7.655857487371658e-05,Moderately Soluble,21.114769,19.509296,25.281406,0,0.0,nitro_bioisostere_campaign/mol2mol_similarity/reinforcement_learning/mol2mol_similarity_rl_generated_scored.csv,nitro_bioisostere_campaign,mol2mol_similarity,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,0.4263565891472868,0.9425600000000003,0.9709984601294961,0.8491802214285715,0.8780669,0.316017575,0.8162941226939748,,,,,,,,not_run,0.0,1.0,2.1782000000000004,-5.4948670797410095,0.47128000000000014,0.8131416150323738,0.47128000000000014,0.30713246482911205,0.1582959301716434,0.3122361316669185,0.899163264109964,0.6947510528356835,0,0,0,0.8035655370500832,O=C(Nc1ccccc1)N1CC2(CCN(c3cccnc3)C2)C1,O=C(Nc1ccccc1)N1CC2(CCN(c3cccnc3)C2)C1
69,Cn1cc(C#Cc2cncc(N3CCC4(CN(C(=O)c5ccc6c(c5)OCO6)C4)C3)c2)cn1,1,9.9,0.5798033829245213,3.800173130641144,5.420196617075479,2.2961,-4.574396923523557,2.6644224020234693e-05,Moderately Soluble,33.44794,35.292305,34.570473,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4ccc5c(c4)OCO5)C3)C2)c1,0.6695652173913044,0.96312,0.8564007691191107,0.7610861428571428,0.77942309375,0.4321309125,0.7977885753309555,,,,,,,,not_run,0.0,1.0,2.2961,-6.05849196176178,0.48156,0.7426885047797774,0.48156,0.3674758776454859,0.17567783077766053,0.3415712361410488,0.8703076224121598,0.6733335563273265,0,0,0,0.8031018344523768,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cncc(C#Cc4cn[nH]c4)c3)C2)C1,O=C(c1ccc2c(c1)OCO2)N1CC2(CCN(c3cncc(C#Cc4cn[nH]c4)c3)C2)C1
70,N#Cc1cncc(N2CCCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,1,9.97,0.4640522680420149,2.9110674486517816,5.535947731957985,2.3327800000000005,-4.410773271028892,3.8835305774205486e-05,Moderately Soluble,63.541756,57.639942,-12.867505,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CCCCCCC#Cc1cncc(N2CCC3(CN(C(=O)c4cc5c(cc4[N+](=O)[O-])OCO5)C3)C2)c1,0.6902654867256637,0.9337759999999996,0.8973066822427771,0.5461303142857143,0.6397503625000001,0.0,0.7364940137996389,,,,,,,,not_run,0.0,1.0,2.3327800000000005,-5.792634135514447,0.4668879999999998,0.7759207330606941,0.4668879999999998,0.3314885000221814,0.18559150846712547,0.3279893361631022,0.8457458760805496,0.651988588785029,0,0,0,0.8029240119064889,O=C(c1ccc2c(c1)OCO2)N1CC2(CCCN(c3cccnc3)C2)C1,O=C(c1ccc2c(c1)OCO2)N1CC2(CCCN(c3cccnc3)C2)C1
71,CN1C[C@@]2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)CNC1=O,1,9.91,0.7430176188125522,5.533725584293905,5.256982381187448,2.3329,-3.953593547027929,0.0001112772675759,Soluble,8.331105,24.332767,37.089092,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,0.7407407407407407,0.9336800000000001,1.0,0.9404921071428571,0.84792020625,0.46361365,0.814886162380901,,,,,,,,not_run,0.0,1.0,2.3329,-5.224243273513966,0.46684000000000003,0.8440691874999999,0.46684000000000003,0.2700800897154964,0.15682389550439021,0.2979146617399622,0.9027424649523605,0.7003657618273604,0,0,0,0.8019236670746593,O=C1NCC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)CN1,O=C1NCC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)CN1
72,CN1C[C@]2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)CNC1=O,1,9.79,0.7430176188125522,5.533725584293905,5.256982381187448,2.3329,-3.953593547027929,0.0001112772675759,Soluble,6.932884,24.753237,36.271854,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,C(#Cc1cncc(N2CCC3(CNC3)C2)c1)c1ccccc1,0.7407407407407407,0.9336800000000001,1.0,0.9504794,0.84529226875,0.45339817499999996,0.8146691011309009,,,,,,,,not_run,0.0,1.0,2.3329,-5.224243273513966,0.46684000000000003,0.8440691874999999,0.46684000000000003,0.2700800897154964,0.1568298988446702,0.29791666285338886,0.9026556404523605,0.7002789373273604,0,0,0,0.8018672311496593,O=C1NCC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)CN1,O=C1NCC2(CCN(c3cncc(C#Cc4ccccc4)c3)C2)CN1
73,CC(O)C(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,1,9.14,0.724806946677514,5.306485070174941,5.275193053322486,2.3072,-3.9870155067054016,0.0001030349330637,Soluble,11.863894,20.063334,17.547024,0,0.0,reinvent_pubchem/plain/reinvent_pubchem_plain_generated_scored.csv,reinvent_pubchem,plain,CC(C)(C)OC(=O)N1CC2(CCN(c3cncc(-c4ccc(F)cc4)c3)C2)C1,0.735632183908046,0.9542400000000001,1.0,0.9152579000000001,0.8746041625000001,0.21933780000000003,0.7865272421036824,,,,,,,,not_run,0.0,1.0,2.3072,-5.275460753352702,0.47712000000000004,0.8397558749999999,0.47712000000000004,0.2775509661144182,0.15228704218645905,0.30231933610029244,0.898594896841473,0.6915418655914729,0,0,0,0.8017115042086547,c1ccc(-c2cncc(N3CCC4(CNC4)C3)c2)cc1,c1ccc(-c2cncc(N3CCC4(CNC4)C3)c2)cc1
